order number,date,meat,cheese,sides,toppings,sauce
25-21,2024-10-25,NA,Cheddar,NA,"Breadcrumbs, Onions",Pesto
25-20,2024-10-25,Brisket,Cheddar,NA,Breadcrumbs,Garlic Parmesan
25-23,2024-10-25,Pulled Pork,Cheddar,NA,"Parmesan, Breadcrumbs","Ranch, Buffalo"
25-24,2024-10-25,Pulled Pork,Cheddar,NA,Breadcrumbs,BBQ
25-25,2024-10-25,"Brisket, Bacon","Alfredo Mac, Melted Pepper Jack",NA,"Tomatoes, Corn, Pineapple, Broccoli",BBQ
25-26,2024-10-25,Brisket,Alfredo,NA,Breadcrumbs,Garlic Parmesan
25-27,2024-10-25,Grilled Chicken,Cheddar,Cheesy Garlic Bread,Broccoli,BBQ
25-30,2024-10-25,Brisket,MIX,NA,"Parmesan, Bell Peppers, Corn, Jalapenos, Onions, Breadcrumbs, Mushrooms","Hot Honey, Garlic Parmesan"
25-29,2024-10-25,Brisket,MIX,Garlic Bread,"Jalapenos, Parmesan, Breadcrumbs",BBQ
25-31,2024-10-25,Brisket,Cheddar,Any Bag Of Chips,"Parmesan, Breadcrumbs",Pesto
25-32,2024-10-25,"Brisket, Bacon",Cheddar,NA,"Tomatoes, Pineapple, Parmesan, Bell Peppers, Corn, Breadcrumbs, Onions, Mushrooms, Broccoli","Garlic Parmesan, BBQ"
25-33,2024-10-25,Grilled Chicken,Cheddar,NA,"Parmesan, Breadcrumbs",BBQ
25-36,2024-10-25,Grilled Chicken,Cheddar,NA,"Tomatoes, Parmesan, Bell Peppers",Garlic Parmesan
25-35,2024-10-25,NA,Cheddar,NA,"Jalapenos, Corn, Bell Peppers",Hot Honey
25-37,2024-10-25,"Ham, Bacon",Alfredo,Cheesy Garlic Bread,"Breadcrumbs, Parmesan, Onions",Pesto
25-38,2024-10-25,Bacon,Cheddar,NA,"Tomatoes, Corn, Mushrooms, Breadcrumbs",Ranch
25-39,2024-10-25,Grilled Chicken,MIX,Cheesy Garlic Bread,"Breadcrumbs, Parmesan, Onions, Pineapple","Hot Honey, BBQ"
25-41,2024-10-25,Grilled Chicken,MIX,NA,"Breadcrumbs, Tomatoes, Pineapple, Parmesan","Hot Honey, Buffalo"
25-43,2024-10-25,"Grilled Chicken, Bacon",Alfredo,Cheesy Garlic Bread,"Tomatoes, Parmesan, Bell Peppers, Mushrooms, Broccoli","Garlic Parmesan, Pesto"
25-44,2024-10-25,"Brisket, Grilled Chicken",Alfredo,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Garlic Parmesan
25-45,2024-10-25,Brisket,Cheddar,NA,"Corn, Breadcrumbs, Parmesan, Broccoli",BBQ
25-47,2024-10-25,Grilled Chicken,Cheddar,NA,Parmesan,Garlic Parmesan
25-46,2024-10-25,"Brisket, Grilled Chicken",Pepper Jack,Garlic Bread,"Bell Peppers, Corn, Jalapenos, Onions, Mushrooms, Broccoli","Garlic Parmesan, Pesto"
25-48,2024-10-25,Ham,Cheddar,Cheesy Garlic Bread,"Tomatoes, Parmesan, Broccoli",Pesto
25-51,2024-10-25,Grilled Chicken,MIX,NA,"Corn, Parmesan","Garlic Parmesan, Pesto"
25-49,2024-10-25,Grilled Chicken,MIX,NA,"Parmesan, Corn, Onions, Breadcrumbs, Mushrooms, Broccoli","Hot Honey, Garlic Parmesan, Ranch"
25-50,2024-10-25,Grilled Chicken,MIX,NA,"Breadcrumbs, Jalapenos, Corn, Onions","Garlic Parmesan, Buffalo"
25-52,2024-10-25,NA,MIX,NA,"Tomatoes, Pineapple, Parmesan, Bell Peppers, Corn, Jalapenos, Onions, Breadcrumbs, Mushrooms","Hot Honey, Garlic Parmesan, Buffalo"
25-54,2024-10-25,NA,MIX,NA,"Parmesan, Bell Peppers, Corn, Jalapenos, Onions, Breadcrumbs, Broccoli","Hot Honey, Ranch"
25-53,2024-10-25,Brisket,Cheddar,NA,"Corn, Breadcrumbs, Parmesan",NA
25-56,2024-10-25,"Brisket, Bacon",Cheddar,NA,NA,NA
25-57,2024-10-25,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Tomatoes, Mushrooms, Broccoli",Ranch
25-59,2024-10-25,Grilled Chicken,"Cheddar Mac, Melted Cheddar",NA,"Tomatoes, Jalapenos, Corn, Mushrooms",Pesto
25-58,2024-10-25,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Corn, Onions",Garlic Parmesan
25-60,2024-10-25,Brisket,"Cheddar Mac, Melted Cheddar",Garlic Bread,NA,BBQ
25-63,2024-10-25,Brisket,Cheddar,Cheesecake,Breadcrumbs,BBQ
25-61,2024-10-25,Brisket,Cheddar,NA,NA,BBQ
25-62,2024-10-25,NA,Alfredo,NA,"Parmesan, Pineapple, Bell Peppers, Corn, Jalapenos, Breadcrumbs, Mushrooms, Broccoli",Garlic Parmesan
25-64,2024-10-25,NA,Cheddar,NA,"Tomatoes, Parmesan, Pineapple, Jalapenos, Mushrooms","Ranch, Buffalo"
25-65,2024-10-25,Grilled Chicken,Alfredo,NA,"Tomatoes, Breadcrumbs, Parmesan","Garlic Parmesan, Pesto"
25-68,2024-10-25,Bacon,Cheddar,NA,"Parmesan, Breadcrumbs, Bell Peppers",Garlic Parmesan
25-67,2024-10-25,Brisket,Cheddar,NA,"Parmesan, Breadcrumbs",NA
25-69,2024-10-25,"Brisket, Grilled Chicken",Cheddar,NA,"Parmesan, Breadcrumbs",BBQ
25-70,2024-10-25,"Ham, Bacon","Cheddar Mac, Melted Cheddar, Cheddar",NA,"Parmesan, Breadcrumbs","BBQ, Buffalo"
25-71,2024-10-25,Ham,Cheddar,Cheesy Garlic Bread,"Corn, Parmesan",NA
25-73,2024-10-25,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Parmesan, Broccoli",NA
25-72,2024-10-25,"Grilled Chicken, Bacon",Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs, Bell Peppers","Garlic Parmesan, Ranch, Buffalo"
25-74,2024-10-25,Brisket,Pepper Jack,NA,"Jalapenos, Tomatoes, Onions, Bell Peppers","Ranch, Buffalo"
25-75,2024-10-25,Bacon,Cheddar,NA,NA,BBQ
25-76,2024-10-25,Bacon,MIX,NA,"Breadcrumbs, Parmesan, Mushrooms",Garlic Parmesan
25-77,2024-10-25,NA,Cheddar,Cheesy Garlic Bread,Parmesan,NA
25-82,2024-10-25,Pulled Pork,Cheddar,NA,"Breadcrumbs, Onions",BBQ
25-80,2024-10-25,NA,Cheddar,NA,"Onions, Bell Peppers",Buffalo
25-83,2024-10-25,Grilled Chicken,Alfredo,NA,"Mushrooms, Tomatoes, Onions",Garlic Parmesan
25-81,2024-10-25,NA,Melted Cheddar,NA,NA,NA
25-87,2024-10-25,Brisket,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",BBQ
25-88,2024-10-25,Brisket,Cheddar,Any Bag Of Chips,"Corn, Breadcrumbs, Parmesan, Bell Peppers","Hot Honey, BBQ"
25-89,2024-10-25,Bacon,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs",Garlic Parmesan
25-90,2024-10-25,Brisket,Cheddar,NA,"Mushrooms, Tomatoes, Onions",BBQ
25-91,2024-10-25,Grilled Chicken,MIX,NA,Breadcrumbs,NA
25-92,2024-10-25,Grilled Chicken,Alfredo,NA,Parmesan,NA
25-95,2024-10-25,Brisket,Cheddar,NA,"Parmesan, Breadcrumbs",BBQ
25-94,2024-10-25,Grilled Chicken,MIX,Cheesy Garlic Bread,"Parmesan, Breadcrumbs, Bell Peppers",NA
25-93,2024-10-25,Brisket,MIX,Cheesy Garlic Bread,"Breadcrumbs, Onions",Garlic Parmesan
25-97,2024-10-25,Brisket,Melted Pepper Jack,Large Chocolate Chunk Cookie,NA,"Garlic Parmesan, BBQ, Buffalo, Ranch"
25-96,2024-10-25,"Pulled Pork, Grilled Chicken, Bacon",Cheddar,"Cheesy Garlic Bread, Garlic Bread",Breadcrumbs,"Hot Honey, Buffalo"
25-100,2024-10-25,NA,"Cheddar Mac, Melted Cheddar",NA,NA,Garlic Parmesan
25-102,2024-10-25,Ham,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs, Broccoli",Garlic Parmesan
25-104,2024-10-25,Bacon,MIX,NA,"Tomatoes, Breadcrumbs",NA
25-103,2024-10-25,Brisket,Cheddar,NA,"Parmesan, Mushrooms",NA
25-105,2024-10-25,NA,Pepper Jack,Cheesy Garlic Bread,"Parmesan, Breadcrumbs","Garlic Parmesan, Ranch"
25-106,2024-10-25,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Parmesan, Mushrooms, Broccoli",Ranch
25-107,2024-10-25,Grilled Chicken,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs",Ranch
25-108,2024-10-25,NA,MIX,NA,"Parmesan, Bell Peppers, Corn, Jalapenos, Onions, Breadcrumbs",Pesto
25-109,2024-10-25,NA,MIX,NA,"Parmesan, Jalapenos, Breadcrumbs, Onions, Broccoli","Pesto, Ranch"
25-111,2024-10-25,Brisket,MIX,NA,NA,Ranch
25-110,2024-10-25,Grilled Chicken,"Cheddar Mac, Melted Cheddar, Cheddar",NA,"Parmesan, Bell Peppers, Corn, Breadcrumbs, Mushrooms, Broccoli",Hot Honey
25-113,2024-10-25,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Corn, Onions, Parmesan",Buffalo
25-112,2024-10-25,Bacon,"Pepper Jack, Cheddar",NA,"Parmesan, Bell Peppers, Corn, Breadcrumbs, Onions","Garlic Parmesan, Ranch"
25-118,2024-10-25,"Pulled Pork, Brisket",Cheddar,"Cheesy Garlic Bread, Cheesecake","Corn, Breadcrumbs, Parmesan",NA
25-116,2024-10-25,Brisket,Pepper Jack,NA,"Jalapenos, Onions",Garlic Parmesan
25-117,2024-10-25,"Bacon, Grilled Chicken","Melted Parm, Alfredo Mac, Cheddar",NA,"Parmesan, Mushrooms, Broccoli",Garlic Parmesan
25-119,2024-10-25,Grilled Chicken,MIX,NA,"Tomatoes, Corn, Parmesan, Broccoli",Hot Honey
25-120,2024-10-25,Grilled Chicken,MIX,Large Chocolate Chunk Cookie,"Parmesan, Breadcrumbs",Garlic Parmesan
25-121,2024-10-25,"Grilled Chicken, Bacon",MIX,NA,Parmesan,Ranch
25-124,2024-10-25,NA,Cheddar,NA,"Parmesan, Breadcrumbs",Garlic Parmesan
25-123,2024-10-25,Grilled Chicken,Alfredo,NA,"Parmesan, Breadcrumbs, Broccoli",Pesto
25-122,2024-10-25,"Brisket, Bacon","Cheddar Mac, Melted Cheddar",NA,Tomatoes,BBQ
25-125,2024-10-25,NA,MIX,NA,Parmesan,Garlic Parmesan
25-126,2024-10-25,Ham,Melted Cheddar,NA,Pineapple,Garlic Parmesan
25-130,2024-10-25,Brisket,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs",NA
25-127,2024-10-25,Grilled Chicken,Alfredo,Cheesy Garlic Bread,Breadcrumbs,NA
25-131,2024-10-25,NA,"Cheddar Mac, Melted Cheddar",NA,Broccoli,Pesto
25-133,2024-10-25,"Pulled Pork, Bacon, Grilled Chicken",Cheddar,Cheesy Garlic Bread,"Parmesan, Jalapenos, Breadcrumbs, Mushrooms, Broccoli","Garlic Parmesan, Pesto, BBQ"
25-134,2024-10-25,Pulled Pork,Cheddar,NA,"Breadcrumbs, Parmesan, Onions",BBQ
25-129,2024-10-25,Grilled Chicken,MIX,NA,"Corn, Breadcrumbs, Parmesan, Broccoli","Ranch, Buffalo"
25-132,2024-10-25,Grilled Chicken,Alfredo,NA,"Parmesan, Breadcrumbs",BBQ
25-135,2024-10-25,Pulled Pork,"Melted Cheddar, Cheddar","Cheesy Garlic Bread, Large Chocolate Chunk Cookie","Parmesan, Breadcrumbs",NA
25-136,2024-10-25,Brisket,Pepper Jack,NA,Bell Peppers,Garlic Parmesan
25-137,2024-10-25,Grilled Chicken,Cheddar,NA,"Tomatoes, Corn, Onions, Breadcrumbs","Garlic Parmesan, Pesto"
25-139,2024-10-25,Grilled Chicken,Alfredo,NA,"Tomatoes, Mushrooms, Parmesan","Garlic Parmesan, Pesto"
25-138,2024-10-25,"Brisket, Grilled Chicken","Melted Cheddar, Cheddar",NA,Onions,BBQ
25-140,2024-10-25,"Pulled Pork, Brisket","MIX, Cheddar","Cheesy Garlic Bread, Cheesecake","Breadcrumbs, Mushrooms",BBQ
25-141,2024-10-25,"Grilled Chicken, Bacon",Pepper Jack,Garlic Bread,"Jalapenos, Onions, Bell Peppers","Hot Honey, BBQ, Ranch"
25-144,2024-10-25,"Pulled Pork, Grilled Chicken, Bacon, Brisket",Cheddar,"Cheesy Garlic Bread, Cheesecake",Parmesan,"Ranch, BBQ"
25-143,2024-10-25,Grilled Chicken,Melted Cheddar,NA,"Jalapenos, Corn, Mushrooms, Broccoli",Garlic Parmesan
25-146,2024-10-25,Brisket,Pepper Jack,NA,"Parmesan, Corn, Onions, Breadcrumbs, Mushrooms, Broccoli","Garlic Parmesan, Pesto"
25-147,2024-10-25,NA,Melted Cheddar,Cheesy Garlic Bread,NA,Garlic Parmesan
25-145,2024-10-25,"Grilled Chicken, Bacon","Cheddar Mac, Melted Cheddar",NA,Parmesan,Pesto
25-149,2024-10-25,Grilled Chicken,Alfredo,Cheesy Garlic Bread,Onions,NA
25-152,2024-10-25,Grilled Chicken,Alfredo,Garlic Bread,"Parmesan, Broccoli",Ranch
25-151,2024-10-25,Brisket,Cheddar,NA,NA,BBQ
25-155,2024-10-25,NA,Cheddar,NA,"Tomatoes, Parmesan, Corn, Breadcrumbs, Mushrooms, Broccoli",Pesto
25-153,2024-10-25,"Grilled Chicken, Bacon",Melted Cheddar,Cheesecake,"Jalapenos, Onions",Ranch
25-154,2024-10-25,Brisket,"Melted Cheddar, Cheddar",Large Chocolate Chunk Cookie,Parmesan,BBQ
25-156,2024-10-25,Pulled Pork,MIX,Garlic Bread,"Parmesan, Corn, Breadcrumbs, Mushrooms, Broccoli",NA
25-157,2024-10-25,Bacon,Cheddar,NA,"Breadcrumbs, Parmesan, Onions",Garlic Parmesan
25-158,2024-10-25,Ham,MIX,NA,NA,NA
25-159,2024-10-25,NA,"Melted Parm, Cheddar Mac",NA,"Tomatoes, Parmesan, Bell Peppers, Breadcrumbs, Onions",Garlic Parmesan
25-160,2024-10-25,NA,"Cheddar Mac, Melted Cheddar",NA,"Tomatoes, Parmesan, Bell Peppers, Breadcrumbs, Onions",Garlic Parmesan
25-161,2024-10-25,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Mushrooms, Parmesan, Onions, Bell Peppers","BBQ, Buffalo"
26-3,2024-10-26,Brisket,Pepper Jack,NA,"Breadcrumbs, Pineapple, Bell Peppers, Broccoli",Buffalo
26-5,2024-10-26,"Ham, Grilled Chicken, Bacon",MIX,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Buffalo
26-4,2024-10-26,"Grilled Chicken, Bacon",MIX,Garlic Bread,"Breadcrumbs, Parmesan, Onions, Broccoli","Ranch, Buffalo"
26-7,2024-10-26,"Grilled Chicken, Bacon","Pepper Jack, Cheddar",NA,"Tomatoes, Jalapenos, Parmesan, Breadcrumbs","Garlic Parmesan, Pesto"
26-8,2024-10-26,"Brisket, Bacon",Cheddar,NA,Mushrooms,Buffalo
26-9,2024-10-26,"Brisket, Bacon",Cheddar,NA,Corn,NA
26-10,2024-10-26,Brisket,Cheddar,NA,"Corn, Breadcrumbs","Garlic Parmesan, Ranch"
26-11,2024-10-26,"Grilled Chicken, Bacon",Cheddar,NA,Breadcrumbs,Garlic Parmesan
26-12,2024-10-26,Grilled Chicken,MIX,NA,NA,NA
26-13,2024-10-26,Brisket,MIX,NA,"Bell Peppers, Broccoli",BBQ
26-14,2024-10-26,NA,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs","Garlic Parmesan, Buffalo"
26-15,2024-10-26,"Bacon, Grilled Chicken",Cheddar,NA,"Breadcrumbs, Broccoli",NA
26-17,2024-10-26,"Grilled Chicken, Bacon",MIX,NA,NA,"Ranch, Buffalo"
26-18,2024-10-26,"Brisket, Bacon",Cheddar,NA,Breadcrumbs,"BBQ, Ranch"
26-19,2024-10-26,"Brisket, Bacon","Cheddar, MIX",Cheesy Garlic Bread,"Parmesan, Breadcrumbs",NA
26-20,2024-10-26,"Brisket, Grilled Chicken",Alfredo,NA,"Tomatoes, Bell Peppers, Corn, Jalapenos, Onions",Garlic Parmesan
26-21,2024-10-26,"Pulled Pork, Brisket",Cheddar,Garlic Bread,"Corn, Broccoli",BBQ
26-22,2024-10-26,NA,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",NA
26-24,2024-10-26,Grilled Chicken,MIX,NA,Parmesan,Garlic Parmesan
26-23,2024-10-26,"Grilled Chicken, Bacon","MIX, Cheddar",NA,"Parmesan, Breadcrumbs, Broccoli",Garlic Parmesan
26-26,2024-10-26,Pulled Pork,Cheddar,NA,"Parmesan, Breadcrumbs",BBQ
26-28,2024-10-26,"Pulled Pork, Brisket",MIX,Cheesy Garlic Bread,Corn,BBQ
26-27,2024-10-26,Brisket,Pepper Jack,NA,"Parmesan, Bell Peppers",BBQ
26-25,2024-10-26,Brisket,MIX,Cheesy Garlic Bread,"Tomatoes, Parmesan, Bell Peppers, Corn, Breadcrumbs, Onions","Garlic Parmesan, Ranch, Buffalo"
26-31,2024-10-26,NA,Cheddar,NA,NA,NA
26-30,2024-10-26,NA,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan, Mushrooms","Garlic Parmesan, Ranch"
26-35,2024-10-26,Grilled Chicken,Cheddar,NA,"Jalapenos, Parmesan",Buffalo
26-33,2024-10-26,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Pesto
26-34,2024-10-26,Brisket,Melted Cheddar,Garlic Bread,Parmesan,NA
26-32,2024-10-26,"Brisket, Bacon",Cheddar,NA,"Breadcrumbs, Jalapenos, Onions",NA
26-36,2024-10-26,Brisket,MIX,NA,"Parmesan, Bell Peppers, Breadcrumbs, Onions, Mushrooms, Broccoli","Garlic Parmesan, Pesto, Ranch, Buffalo"
26-37,2024-10-26,"Bacon, Grilled Chicken","Cheddar, MIX",Garlic Bread,"Tomatoes, Parmesan, Bell Peppers, Corn, Broccoli",Ranch
26-38,2024-10-26,Brisket,Melted Cheddar,Large Chocolate Chunk Cookie,"Jalapenos, Onions, Mushrooms",NA
26-40,2024-10-26,Bacon,MIX,NA,"Breadcrumbs, Mushrooms, Tomatoes, Onions","Garlic Parmesan, Buffalo"
26-39,2024-10-26,"Pulled Pork, Brisket",MIX,Cheesy Garlic Bread,"Breadcrumbs, Parmesan, Onions, Broccoli","Hot Honey, BBQ, Ranch"
26-42,2024-10-26,NA,Cheddar,Cheesy Garlic Bread,NA,BBQ
26-41,2024-10-26,Pulled Pork,Cheddar,NA,Breadcrumbs,BBQ
26-43,2024-10-26,NA,NA,Cheesy Garlic Bread,NA,NA
26-44,2024-10-26,Brisket,MIX,Cheesy Garlic Bread,"Tomatoes, Onions",BBQ
26-46,2024-10-26,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Parmesan, Bell Peppers, Corn, Breadcrumbs, Onions","Garlic Parmesan, Pesto, Buffalo"
26-45,2024-10-26,"Grilled Chicken, Bacon",Cheddar,Garlic Bread,Breadcrumbs,Garlic Parmesan
26-47,2024-10-26,Brisket,"Pepper Jack, Cheddar",NA,"Mushrooms, Corn, Onions","Hot Honey, BBQ, Buffalo"
26-48,2024-10-26,"Brisket, Grilled Chicken","Alfredo, Cheddar",NA,"Tomatoes, Pineapple, Parmesan, Corn, Onions, Mushrooms, Broccoli","Garlic Parmesan, Pesto, Ranch"
26-49,2024-10-26,Bacon,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Mushrooms",Ranch
26-50,2024-10-26,NA,Cheddar,Cheesecake,"Breadcrumbs, Parmesan, Onions",Hot Honey
26-52,2024-10-26,NA,Alfredo,NA,"Parmesan, Bell Peppers, Corn, Onions, Breadcrumbs, Broccoli",Garlic Parmesan
26-51,2024-10-26,NA,"Cheddar Mac, Melted Cheddar",NA,Breadcrumbs,NA
26-53,2024-10-26,"Ham, Brisket","Cheddar Mac, Melted Cheddar, Cheddar",NA,"Tomatoes, Parmesan, Corn, Onions, Breadcrumbs","Garlic Parmesan, Ranch"
26-54,2024-10-26,Brisket,Cheddar,Garlic Bread,"Parmesan, Onions, Bell Peppers",Garlic Parmesan
26-56,2024-10-26,Grilled Chicken,Cheddar,NA,"Tomatoes, Parmesan, Bell Peppers",Garlic Parmesan
26-57,2024-10-26,Bacon,MIX,NA,Mushrooms,NA
26-58,2024-10-26,"Ham, Grilled Chicken",Cheddar,NA,Broccoli,BBQ
26-60,2024-10-26,"Pulled Pork, Grilled Chicken",Pepper Jack,NA,"Tomatoes, Parmesan, Bell Peppers, Corn, Jalapenos, Onions, Broccoli","Garlic Parmesan, Pesto"
26-59,2024-10-26,Grilled Chicken,Alfredo,NA,"Tomatoes, Corn, Onions, Parmesan",Buffalo
26-62,2024-10-26,Brisket,Cheddar,NA,"Jalapenos, Tomatoes, Onions","BBQ, Ranch"
26-61,2024-10-26,Brisket,"Cheddar, MIX",NA,"Jalapenos, Corn, Onions","Garlic Parmesan, BBQ"
26-63,2024-10-26,"Brisket, Grilled Chicken",Pepper Jack,Cheesy Garlic Bread,"Tomatoes, Pineapple, Parmesan, Broccoli","Garlic Parmesan, Pesto"
26-64,2024-10-26,NA,Cheddar,NA,Parmesan,NA
26-66,2024-10-26,Grilled Chicken,Alfredo,NA,"Parmesan, Broccoli",Pesto
26-65,2024-10-26,NA,Cheddar,NA,Parmesan,NA
26-67,2024-10-26,Grilled Chicken,Alfredo,NA,"Tomatoes, Corn, Breadcrumbs",Garlic Parmesan
26-68,2024-10-26,NA,Alfredo,NA,"Tomatoes, Onions, Parmesan, Bell Peppers","Pesto, Ranch"
26-69,2024-10-26,Bacon,Alfredo,NA,"Parmesan, Breadcrumbs",Garlic Parmesan
26-70,2024-10-26,"Grilled Chicken, Bacon",Cheddar,Cheesecake,"Jalapenos, Breadcrumbs","Hot Honey, BBQ, Buffalo, Ranch"
26-71,2024-10-26,"Brisket, Bacon",Cheddar,NA,"Breadcrumbs, Corn, Onions","Garlic Parmesan, Ranch"
26-73,2024-10-26,"Brisket, Grilled Chicken","Alfredo, Cheddar",Garlic Bread,"Tomatoes, Parmesan, Bell Peppers, Corn, Jalapenos, Onions, Mushrooms, Broccoli","Pesto, BBQ"
26-76,2024-10-26,Brisket,Cheddar,NA,Parmesan,NA
26-74,2024-10-26,Brisket,Cheddar,NA,"Jalapenos, Parmesan, Breadcrumbs","Garlic Parmesan, Ranch"
26-79,2024-10-26,NA,Alfredo,Cheesecake,"Corn, Parmesan, Broccoli",Garlic Parmesan
26-77,2024-10-26,NA,NA,Cheesecake,NA,NA
26-81,2024-10-26,Pulled Pork,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs, Broccoli",Garlic Parmesan
26-80,2024-10-26,"Brisket, Bacon, Grilled Chicken","Alfredo, Melted Cheddar",Cheesy Garlic Bread,"Parmesan, Mushrooms",NA
26-83,2024-10-26,Brisket,MIX,NA,"Tomatoes, Corn, Onions, Mushrooms, Broccoli","Garlic Parmesan, Pesto"
26-84,2024-10-26,NA,Cheddar,NA,"Tomatoes, Mushrooms, Broccoli",Hot Honey
26-85,2024-10-26,Brisket,MIX,NA,NA,"BBQ, Ranch"
26-86,2024-10-26,NA,Cheddar,NA,"Tomatoes, Parmesan, Corn, Onions, Breadcrumbs, Broccoli","Ranch, Buffalo"
26-87,2024-10-26,Grilled Chicken,"Pepper Jack, Alfredo, Cheddar",Garlic Bread,"Corn, Mushrooms, Parmesan, Pineapple","Hot Honey, BBQ, Buffalo, Ranch"
26-88,2024-10-26,Bacon,"Melted Parm, Cheddar Mac, MIX",NA,"Parmesan, Breadcrumbs",NA
26-90,2024-10-26,Grilled Chicken,MIX,NA,"Jalapenos, Parmesan, Mushrooms, Bell Peppers","Hot Honey, Garlic Parmesan, Ranch, Buffalo"
27-4,2024-10-27,Bacon,Cheddar,Cheesy Garlic Bread,Pineapple,NA
27-7,2024-10-27,"Brisket, Bacon",MIX,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",NA
27-5,2024-10-27,"Brisket, Grilled Chicken",Cheddar,"Cheesy Garlic Bread, Garlic Bread, Any Bag Of Chips","Parmesan, Breadcrumbs","Hot Honey, BBQ"
27-6,2024-10-27,"Bacon, Grilled Chicken","MIX, Cheddar",NA,"Tomatoes, Mushrooms, Broccoli",Ranch
27-9,2024-10-27,"Ham, Grilled Chicken",Cheddar,Cheesy Garlic Bread,"Corn, Onions",BBQ
27-8,2024-10-27,Grilled Chicken,"Cheddar, MIX",Cheesy Garlic Bread,Parmesan,"Ranch, Buffalo"
27-10,2024-10-27,"Pulled Pork, Bacon","MIX, Cheddar",NA,"Tomatoes, Parmesan, Pineapple","Hot Honey, Buffalo"
27-12,2024-10-27,"Brisket, Bacon","Pepper Jack, Cheddar",NA,"Jalapenos, Corn, Onions","Ranch, Buffalo"
27-13,2024-10-27,"Brisket, Bacon",Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",BBQ
27-14,2024-10-27,"Brisket, Bacon","MIX, Cheddar",Cheesy Garlic Bread,"Parmesan, Bell Peppers, Jalapenos, Breadcrumbs, Onions","Hot Honey, Garlic Parmesan, Ranch"
27-15,2024-10-27,Bacon,Cheddar,NA,Breadcrumbs,BBQ
27-18,2024-10-27,Pulled Pork,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Garlic Parmesan
27-19,2024-10-27,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Breadcrumbs, Mushrooms, Parmesan, Onions",Pesto
27-21,2024-10-27,Brisket,Cheddar,NA,"Mushrooms, Corn, Onions, Parmesan","Garlic Parmesan, Ranch"
27-20,2024-10-27,Pulled Pork,Alfredo,NA,Corn,BBQ
27-22,2024-10-27,Brisket,Cheddar,NA,NA,NA
27-23,2024-10-27,Bacon,Cheddar,NA,NA,NA
27-24,2024-10-27,Grilled Chicken,Cheddar,NA,NA,BBQ
27-25,2024-10-27,"Brisket, Bacon",Cheddar,Cheesy Garlic Bread,Jalapenos,Ranch
27-26,2024-10-27,Brisket,MIX,NA,NA,BBQ
27-27,2024-10-27,Brisket,Cheddar,NA,Breadcrumbs,Ranch
27-29,2024-10-27,"Brisket, Bacon",MIX,NA,"Corn, Breadcrumbs, Parmesan",Ranch
27-30,2024-10-27,"Pulled Pork, Brisket",Cheddar,NA,"Breadcrumbs, Mushrooms, Onions",Hot Honey
27-31,2024-10-27,"Pulled Pork, Brisket","Alfredo, Cheddar, MIX","Garlic Bread, Any Bag Of Chips","Corn, Onions, Pineapple",BBQ
27-32,2024-10-27,NA,NA,Cheesy Garlic Bread,NA,NA
27-34,2024-10-27,Brisket,Pepper Jack,Cheesy Garlic Bread,"Mushrooms, Parmesan, Onions, Bell Peppers","Ranch, Buffalo"
27-33,2024-10-27,NA,"Cheddar, MIX",NA,"Tomatoes, Bell Peppers, Corn, Jalapenos, Onions, Mushrooms","Garlic Parmesan, Buffalo"
27-35,2024-10-27,Brisket,Alfredo,NA,"Parmesan, Breadcrumbs",Garlic Parmesan
27-36,2024-10-27,Brisket,MIX,Any Bag Of Chips,Breadcrumbs,NA
27-37,2024-10-27,Grilled Chicken,"Alfredo, Pepper Jack Mac, Melted Pepper Jack",NA,"Parmesan, Breadcrumbs",Ranch
27-38,2024-10-27,Bacon,Cheddar,NA,"Breadcrumbs, Parmesan, Mushrooms, Bell Peppers","Garlic Parmesan, Pesto"
27-39,2024-10-27,"Brisket, Bacon",MIX,NA,"Breadcrumbs, Onions, Bell Peppers, Broccoli",Hot Honey
