order number,date,meat,cheese,sides,toppings,sauce
26-40,2024-08-26,Brisket,MIX,Large Chocolate Chunk Cookie,Breadcrumbs,Ranch
26-42,2024-08-26,Bacon,"Melted Pepper Jack, Pepper Jack Mac",NA,NA,NA
26-43,2024-08-26,"Ham, Bacon",Cheddar,Cheesecake,NA,Ranch
26-45,2024-08-26,"Brisket, Bacon",Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",NA
26-47,2024-08-26,NA,"Pepper Jack, Cheddar",NA,"Tomatoes, Onions, Mushrooms, Breadcrumbs, Broccoli, Parmesan","Garlic Parmesan, Pesto"
26-46,2024-08-26,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Bell Peppers",NA
26-48,2024-08-26,Grilled Chicken,Pepper Jack,NA,"Tomatoes, Onions, Breadcrumbs, Bell Peppers, Parmesan","Buffalo, Hot Honey"
26-49,2024-08-26,Brisket,Cheddar,Cheesy Garlic Bread,Parmesan,BBQ
26-51,2024-08-26,"Grilled Chicken, Pulled Pork",MIX,NA,"Onions, Breadcrumbs, Broccoli, Corn, Bell Peppers, Parmesan","Garlic Parmesan, Hot Honey, BBQ"
26-52,2024-08-26,Brisket,MIX,NA,"Tomatoes, Onions, Breadcrumbs, Broccoli, Parmesan","Garlic Parmesan, Pesto"
26-50,2024-08-26,"Brisket, Bacon",MIX,NA,"Mushrooms, Breadcrumbs, Broccoli, Corn, Parmesan","Garlic Parmesan, Hot Honey, Pesto"
26-54,2024-08-26,NA,Cheddar,Any Bag Of Chips,NA,NA
26-53,2024-08-26,Bacon,Cheddar,NA,Broccoli,NA
26-57,2024-08-26,Bacon,Pepper Jack,NA,"Tomatoes, Onions, Breadcrumbs, Bell Peppers, Parmesan",Garlic Parmesan
26-55,2024-08-26,Grilled Chicken,Cheddar,NA,"Tomatoes, Onions, Parmesan, Corn, Bell Peppers, Mushrooms",Pesto
26-56,2024-08-26,Brisket,Cheddar,NA,"Breadcrumbs, Parmesan","Buffalo, Ranch"
26-58,2024-08-26,Brisket,Alfredo,NA,NA,Ranch
26-59,2024-08-26,Brisket,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
26-61,2024-08-26,Brisket,Pepper Jack,NA,"Bell Peppers, Tomatoes, Corn, Parmesan","Buffalo, BBQ"
26-62,2024-08-26,Brisket,"Melted Cheddar, Cheddar",NA,Breadcrumbs,NA
26-60,2024-08-26,Grilled Chicken,MIX,NA,"Tomatoes, Onions, Pineapple, Bell Peppers, Mushrooms",BBQ
26-65,2024-08-26,NA,"Cheddar Mac, Melted Cheddar","Side Mac, Cheesy Garlic Bread",Breadcrumbs,NA
26-64,2024-08-26,NA,Alfredo,NA,"Breadcrumbs, Broccoli, Parmesan",Pesto
26-67,2024-08-26,Grilled Chicken,Cheddar,Cheesy Garlic Bread,NA,Garlic Parmesan
26-66,2024-08-26,Grilled Chicken,Pepper Jack,NA,"Breadcrumbs, Jalapenos, Corn","Buffalo, Ranch"
26-68,2024-08-26,Brisket,MIX,NA,"Breadcrumbs, Broccoli, Onions",BBQ
26-69,2024-08-26,Brisket,Cheddar,Cheesy Garlic Bread,Breadcrumbs,BBQ
26-70,2024-08-26,Bacon,Cheddar,NA,"Jalapenos, Mushrooms, Corn, Bell Peppers, Parmesan","Hot Honey, BBQ"
26-72,2024-08-26,Brisket,Cheddar,Garlic Bread,"Jalapenos, Bell Peppers, Corn, Mushrooms","Hot Honey, BBQ"
26-73,2024-08-26,Bacon,Cheddar,Cheesy Garlic Bread,"Mushrooms, Parmesan, Onions","Garlic Parmesan, Pesto"
26-74,2024-08-26,Ham,Cheddar,NA,"Onions, Breadcrumbs, Broccoli, Bell Peppers, Parmesan","Garlic Parmesan, Hot Honey, BBQ"
26-75,2024-08-26,Grilled Chicken,"Pepper Jack, Cheddar Mac, Melted Parmesan",Cheesy Garlic Bread,"Breadcrumbs, Broccoli, Parmesan",Ranch
26-76,2024-08-26,Grilled Chicken,Cheddar,NA,Corn,NA
26-77,2024-08-26,Pulled Pork,Cheddar,Side Mac,NA,NA
26-78,2024-08-26,Grilled Chicken,Pepper Jack,Cheesy Garlic Bread,"Jalapenos, Broccoli, Corn, Onions",NA
26-82,2024-08-26,NA,Cheddar,NA,Parmesan,Garlic Parmesan
26-79,2024-08-26,Bacon,Cheddar,NA,Breadcrumbs,Hot Honey
26-80,2024-08-26,Brisket,MIX,NA,NA,Garlic Parmesan
26-84,2024-08-26,Brisket,Cheddar,Cheesy Garlic Bread,Parmesan,"Hot Honey, BBQ"
26-83,2024-08-26,Grilled Chicken,Pepper Jack,Garlic Bread,"Jalapenos, Tomatoes, Bell Peppers, Onions","Buffalo, BBQ"
26-85,2024-08-26,Grilled Chicken,Cheddar,Cheesy Garlic Bread,Parmesan,Buffalo
26-87,2024-08-26,Pulled Pork,Cheddar,Garlic Bread,"Parmesan, Tomatoes, Onions",Garlic Parmesan
26-86,2024-08-26,Bacon,Cheddar,Cheesy Garlic Bread,"Onions, Jalapenos, Parmesan, Broccoli, Bell Peppers, Mushrooms",NA
26-88,2024-08-26,Brisket,MIX,NA,"Broccoli, Corn, Parmesan",BBQ
26-90,2024-08-26,NA,Pepper Jack,Cheesy Garlic Bread,"Parmesan, Breadcrumbs, Broccoli, Mushrooms",Garlic Parmesan
26-91,2024-08-26,Bacon,MIX,NA,"Breadcrumbs, Broccoli, Parmesan","Buffalo, Garlic Parmesan"
26-96,2024-08-26,Brisket,MIX,NA,"Pineapple, Mushrooms, Breadcrumbs, Broccoli, Corn, Parmesan","Garlic Parmesan, Pesto"
26-93,2024-08-26,Brisket,Cheddar,Cheesecake,"Jalapenos, Parmesan",Hot Honey
26-94,2024-08-26,Brisket,MIX,NA,"Breadcrumbs, Jalapenos, Bell Peppers, Corn",Hot Honey
26-95,2024-08-26,"Grilled Chicken, Ham, Bacon",Cheddar,NA,"Bell Peppers, Tomatoes, Onions",Buffalo
26-97,2024-08-26,NA,Pepper Jack,NA,"Bell Peppers, Tomatoes, Broccoli, Mushrooms",NA
26-98,2024-08-26,Grilled Chicken,Alfredo,NA,"Parmesan, Bell Peppers, Corn, Mushrooms",Pesto
26-99,2024-08-26,Grilled Chicken,"Cheddar Mac, Melted Cheddar",NA,Corn,NA
26-100,2024-08-26,NA,Cheddar,NA,"Tomatoes, Onions, Broccoli, Bell Peppers, Mushrooms","Hot Honey, Pesto"
26-101,2024-08-26,"Grilled Chicken, Bacon",MIX,NA,"Jalapenos, Pineapple, Mushrooms, Breadcrumbs, Bell Peppers, Parmesan","Buffalo, Hot Honey"
26-102,2024-08-26,Brisket,"Cheddar Mac, Melted Cheddar",NA,NA,NA
26-103,2024-08-26,NA,Cheddar,NA,"Parmesan, Bell Peppers, Tomatoes, Onions",Garlic Parmesan
26-104,2024-08-26,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Tomatoes, Parmesan, Pineapple, Mushrooms, Broccoli, Corn, Bell Peppers, Onions","Garlic Parmesan, Hot Honey, Pesto"
26-105,2024-08-26,"Grilled Chicken, Pulled Pork, Brisket",Alfredo,NA,"Parmesan, Tomatoes, Mushrooms",BBQ
26-106,2024-08-26,Bacon,"Melted Cheddar, Cheddar",NA,Parmesan,Garlic Parmesan
26-107,2024-08-26,Grilled Chicken,Pepper Jack,NA,Parmesan,Buffalo
26-108,2024-08-26,Grilled Chicken,Pepper Jack,Cheesy Garlic Bread,"Breadcrumbs, Bell Peppers, Corn, Onions","Ranch, Hot Honey"
26-109,2024-08-26,Bacon,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Corn, Parmesan","Ranch, Hot Honey"
26-110,2024-08-26,"Grilled Chicken, Pulled Pork",MIX,NA,"Tomatoes, Parmesan, Pineapple, Broccoli, Corn, Onions","Hot Honey, BBQ"
26-119,2024-08-26,Brisket,Cheddar,"Lays Classic, Cheesy Garlic Bread","Breadcrumbs, Parmesan",BBQ
26-113,2024-08-26,Brisket,Pepper Jack,NA,"Breadcrumbs, Bell Peppers, Broccoli, Parmesan","Ranch, Hot Honey"
26-116,2024-08-26,Bacon,MIX,Cheesy Garlic Bread,Parmesan,NA
26-118,2024-08-26,Grilled Chicken,Cheddar,NA,"Parmesan, Bell Peppers, Mushrooms","Garlic Parmesan, Pesto"
26-117,2024-08-26,Ham,Cheddar,Cheesy Garlic Bread,NA,NA
26-120,2024-08-26,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Parmesan, Jalapenos, Breadcrumbs, Onions","Ranch, Garlic Parmesan, Hot Honey"
26-121,2024-08-26,Brisket,Cheddar,Cheesy Garlic Bread,"Jalapenos, Mushrooms, Breadcrumbs, Corn, Parmesan",Hot Honey
26-122,2024-08-26,Grilled Chicken,Cheddar,NA,"Tomatoes, Pineapple, Parmesan","Garlic Parmesan, Hot Honey, Pesto"
26-124,2024-08-26,NA,"Melted Cheddar, Cheddar",NA,Breadcrumbs,NA
26-123,2024-08-26,Brisket,"Cheddar, Melted Parmesan",NA,Breadcrumbs,"Hot Honey, BBQ"
26-126,2024-08-26,NA,"Classic Mac (Cheddar, Breadcrumbs, Garlic Parmesan)",NA,NA,NA
26-127,2024-08-26,Ham,Cheddar,NA,"Broccoli, Mushrooms",Hot Honey
26-125,2024-08-26,Grilled Chicken,MIX,Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
26-129,2024-08-26,Bacon,Cheddar,NA,NA,NA
26-131,2024-08-26,Brisket,Pepper Jack,NA,"Breadcrumbs, Corn, Parmesan",BBQ
26-128,2024-08-26,Grilled Chicken,MIX,NA,NA,"Buffalo, Ranch"
26-130,2024-08-26,"Grilled Chicken, Bacon",MIX,Cheesy Garlic Bread,"Jalapenos, Parmesan",Garlic Parmesan
26-132,2024-08-26,Brisket,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
26-133,2024-08-26,Grilled Chicken,MIX,NA,"Broccoli, Parmesan",Pesto
26-135,2024-08-26,NA,MIX,Garlic Bread,"Tomatoes, Parmesan, Breadcrumbs, Broccoli, Corn, Bell Peppers, Onions",Garlic Parmesan
26-134,2024-08-26,Brisket,MIX,NA,"Pineapple, Breadcrumbs, Broccoli, Corn, Parmesan",BBQ
26-136,2024-08-26,Grilled Chicken,MIX,Cheesy Garlic Bread,"Parmesan, Bell Peppers, Breadcrumbs, Mushrooms",Garlic Parmesan
26-137,2024-08-26,NA,NA,Garlic Bread,NA,NA
26-140,2024-08-26,Brisket,Alfredo,NA,"Parmesan, Corn, Onions",Garlic Parmesan
26-139,2024-08-26,Brisket,Cheddar,NA,"Breadcrumbs, Bell Peppers, Pineapple",Buffalo
26-141,2024-08-26,Brisket,MIX,NA,"Breadcrumbs, Parmesan","Buffalo, Garlic Parmesan"
26-144,2024-08-26,NA,Cheddar,NA,Parmesan,NA
26-146,2024-08-26,"Grilled Chicken, Ham, Bacon",Alfredo,NA,"Mushrooms, Bell Peppers, Tomatoes, Onions",Garlic Parmesan
26-145,2024-08-26,Brisket,Alfredo,NA,Mushrooms,BBQ
26-148,2024-08-26,NA,Cheddar,NA,"Parmesan, Onions, Breadcrumbs, Broccoli, Corn, Mushrooms",BBQ
26-147,2024-08-26,Grilled Chicken,Alfredo,NA,"Tomatoes, Onions, Jalapenos, Breadcrumbs, Bell Peppers, Parmesan","Buffalo, Ranch"
26-150,2024-08-26,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
26-151,2024-08-26,Brisket,Cheddar,NA,NA,Buffalo
26-152,2024-08-26,Brisket,Cheddar,NA,"Bell Peppers, Parmesan",BBQ
26-153,2024-08-26,Grilled Chicken,Cheddar,NA,"Tomatoes, Breadcrumbs, Broccoli, Bell Peppers, Mushrooms",BBQ
26-156,2024-08-26,Grilled Chicken,Cheddar,Garlic Bread,NA,"Buffalo, Pesto"
26-155,2024-08-26,Grilled Chicken,Cheddar,Garlic Bread,"Breadcrumbs, Jalapenos, Bell Peppers, Mushrooms",Garlic Parmesan
26-158,2024-08-26,Brisket,Cheddar,Cheesy Garlic Bread,"Tomatoes, Mushrooms, Breadcrumbs, Corn, Parmesan","Buffalo, Ranch"
26-157,2024-08-26,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
26-159,2024-08-26,"Brisket, Ham",Cheddar,Large Chocolate Chunk Cookie,"Breadcrumbs, Parmesan",Garlic Parmesan
26-160,2024-08-26,Grilled Chicken,MIX,NA,"Mushrooms, Breadcrumbs, Onions",Garlic Parmesan
26-161,2024-08-26,Brisket,Cheddar,NA,"Parmesan, Tomatoes, Mushrooms",Buffalo
26-162,2024-08-26,Pulled Pork,Cheddar,NA,Breadcrumbs,NA
26-163,2024-08-26,Grilled Chicken,Cheddar,NA,Breadcrumbs,NA
26-164,2024-08-26,Bacon,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
26-165,2024-08-26,Bacon,Cheddar,Garlic Bread,"Breadcrumbs, Parmesan",NA
26-166,2024-08-26,Grilled Chicken,"MIX, Cheddar",NA,"Tomatoes, Onions, Jalapenos, Parmesan, Breadcrumbs, Corn, Bell Peppers, Mushrooms","Buffalo, Garlic Parmesan, Hot Honey, BBQ"
26-167,2024-08-26,Pulled Pork,Cheddar,NA,NA,Garlic Parmesan
26-168,2024-08-26,Bacon,Cheddar,NA,Breadcrumbs,NA
26-170,2024-08-26,Brisket,Alfredo,NA,"Tomatoes, Parmesan, Onions, Corn, Mushrooms","Garlic Parmesan, Hot Honey, Pesto"
26-171,2024-08-26,"Pulled Pork, Ham, Bacon",Cheddar,NA,"Parmesan, Breadcrumbs, Corn, Bell Peppers, Onions","Buffalo, Ranch, Hot Honey, BBQ"
26-169,2024-08-26,Grilled Chicken,Cheddar,NA,NA,NA
26-173,2024-08-26,NA,Cheddar,Any Bag Of Chips,Jalapenos,Garlic Parmesan
26-174,2024-08-26,Bacon,Cheddar,NA,NA,NA
26-175,2024-08-26,Grilled Chicken,Alfredo,Garlic Bread,Parmesan,NA
26-178,2024-08-26,NA,Cheddar,NA,Breadcrumbs,NA
26-179,2024-08-26,Bacon,Alfredo,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
26-180,2024-08-26,Grilled Chicken,MIX,Cheesecake,"Breadcrumbs, Parmesan",Buffalo
26-181,2024-08-26,Brisket,MIX,Cheesy Garlic Bread,"Breadcrumbs, Jalapenos, Parmesan","Ranch, Garlic Parmesan, BBQ"
26-182,2024-08-26,Brisket,Cheddar,NA,"Jalapenos, Tomatoes, Bell Peppers, Onions","Ranch, BBQ"
27-2,2024-08-27,Pulled Pork,Cheddar,NA,"Breadcrumbs, Jalapenos, Corn",Hot Honey
27-1,2024-08-27,Grilled Chicken,MIX,NA,"Tomatoes, Jalapenos, Breadcrumbs, Broccoli, Corn, Parmesan","Buffalo, Garlic Parmesan"
27-3,2024-08-27,Grilled Chicken,MIX,Cheesy Garlic Bread,"Parmesan, Breadcrumbs, Corn, Mushrooms","Garlic Parmesan, Pesto"
27-4,2024-08-27,"Grilled Chicken, Brisket",MIX,NA,"Parmesan, Jalapenos, Broccoli, Onions",BBQ
27-5,2024-08-27,Brisket,MIX,Garlic Bread,"Breadcrumbs, Parmesan","Garlic Parmesan, BBQ"
27-6,2024-08-27,"Grilled Chicken, Bacon",Cheddar,Garlic Bread,NA,Ranch
27-8,2024-08-27,Bacon,MIX,NA,NA,Garlic Parmesan
27-9,2024-08-27,Bacon,MIX,NA,"Parmesan, Breadcrumbs, Onions",Ranch
27-10,2024-08-27,Grilled Chicken,Melted Pepper Jack,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
27-11,2024-08-27,"Grilled Chicken, Bacon","Cheddar Mac, Melted Cheddar, Cheddar",NA,"Bell Peppers, Tomatoes, Broccoli, Parmesan","Garlic Parmesan, Pesto"
27-12,2024-08-27,"Grilled Chicken, Pulled Pork, Brisket",Cheddar,Cheesy Garlic Bread,"Tomatoes, Jalapenos, Mushrooms, Breadcrumbs, Corn, Bell Peppers, Parmesan","Garlic Parmesan, BBQ"
27-13,2024-08-27,NA,Cheddar,Garlic Bread,Parmesan,NA
27-16,2024-08-27,Brisket,MIX,NA,"Onions, Jalapenos, Breadcrumbs, Corn, Bell Peppers, Parmesan","Ranch, Hot Honey, BBQ"
27-15,2024-08-27,Grilled Chicken,Cheddar,NA,"Tomatoes, Corn",BBQ
27-17,2024-08-27,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Parmesan, Onions, Breadcrumbs, Corn, Bell Peppers, Mushrooms",BBQ
27-20,2024-08-27,Bacon,Pepper Jack,NA,"Tomatoes, Onions, Jalapenos, Corn, Parmesan",Garlic Parmesan
27-18,2024-08-27,"Brisket, Bacon","Melted Pepper Jack, Melted Parmesan",Cheesy Garlic Bread,"Tomatoes, Onions, Mushrooms, Corn, Parmesan","Ranch, Hot Honey"
27-19,2024-08-27,Pulled Pork,"Cheddar Mac, Pepper Jack, Melted Cheddar",NA,NA,NA
27-21,2024-08-27,"Brisket, Bacon",Cheddar,NA,Broccoli,NA
27-23,2024-08-27,Grilled Chicken,Cheddar,NA,"Broccoli, Parmesan",Hot Honey
27-22,2024-08-27,Brisket,Cheddar,Cheesy Garlic Bread,Breadcrumbs,Garlic Parmesan
27-24,2024-08-27,Brisket,Cheddar,NA,"Parmesan, Corn, Onions",Garlic Parmesan
27-29,2024-08-27,Grilled Chicken,Cheddar,NA,"Parmesan, Breadcrumbs, Mushrooms","Buffalo, Garlic Parmesan"
27-25,2024-08-27,Pulled Pork,Pepper Jack,NA,"Parmesan, Breadcrumbs, Broccoli, Onions",Buffalo
27-27,2024-08-27,Brisket,Cheddar,NA,NA,BBQ
27-26,2024-08-27,NA,Cheddar,Garlic Bread,Parmesan,NA
27-30,2024-08-27,Grilled Chicken,Alfredo,NA,"Broccoli, Mushrooms",Buffalo
27-32,2024-08-27,Brisket,Cheddar,NA,"Parmesan, Jalapenos, Onions, Breadcrumbs, Mushrooms","Garlic Parmesan, Pesto"
27-33,2024-08-27,Bacon,Cheddar,NA,"Breadcrumbs, Parmesan",Pesto
27-37,2024-08-27,Grilled Chicken,Alfredo,NA,"Jalapenos, Tomatoes",Pesto
27-36,2024-08-27,Grilled Chicken,MIX,NA,Mushrooms,Buffalo
27-34,2024-08-27,Grilled Chicken,MIX,NA,"Parmesan, Onions, Breadcrumbs, Broccoli, Mushrooms",Pesto
27-38,2024-08-27,Pulled Pork,Pepper Jack,Cheesy Garlic Bread,"Onions, Breadcrumbs, Broccoli, Corn, Parmesan",NA
27-39,2024-08-27,Bacon,Cheddar,NA,"Breadcrumbs, Parmesan","Ranch, Garlic Parmesan"
27-40,2024-08-27,"Brisket, Bacon",MIX,NA,"Breadcrumbs, Jalapenos, Parmesan",Garlic Parmesan
27-42,2024-08-27,"Grilled Chicken, Bacon",Alfredo,NA,NA,Ranch
27-41,2024-08-27,Brisket,MIX,NA,Mushrooms,Garlic Parmesan
27-43,2024-08-27,Brisket,Cheddar,NA,"Breadcrumbs, Corn",BBQ
27-44,2024-08-27,Brisket,Cheddar,NA,"Breadcrumbs, Onions",Ranch
27-45,2024-08-27,Bacon,Cheddar,Garlic Bread,NA,NA
27-47,2024-08-27,Brisket,MIX,NA,Breadcrumbs,BBQ
27-50,2024-08-27,Brisket,Alfredo,NA,Breadcrumbs,BBQ
27-49,2024-08-27,NA,MIX,NA,"Tomatoes, Parmesan, Jalapenos, Breadcrumbs, Corn, Bell Peppers, Mushrooms","Buffalo, Garlic Parmesan, Hot Honey, Pesto"
27-51,2024-08-27,Grilled Chicken,Alfredo,NA,Breadcrumbs,Ranch
27-52,2024-08-27,Brisket,Cheddar,Cheesy Garlic Bread,Parmesan,"Hot Honey, BBQ"
27-53,2024-08-27,"Grilled Chicken, Bacon",MIX,Any Bag Of Chips,"Breadcrumbs, Jalapenos, Parmesan","Garlic Parmesan, BBQ"
27-54,2024-08-27,Grilled Chicken,MIX,NA,"Breadcrumbs, Tomatoes, Broccoli, Parmesan","Garlic Parmesan, Pesto"
27-55,2024-08-27,NA,Cheddar,NA,Parmesan,Garlic Parmesan
27-56,2024-08-27,Grilled Chicken,Cheddar,Large Chocolate Chunk Cookie,Mushrooms,Buffalo
27-28,2024-08-27,NA,Cheddar,NA,NA,NA
27-57,2024-08-27,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
27-58,2024-08-27,NA,"Alfredo Mac, Melted Parmesan",Cheesy Garlic Bread,"Tomatoes, Mushrooms, Breadcrumbs, Corn, Parmesan",Garlic Parmesan
27-59,2024-08-27,Brisket,Cheddar,NA,"Breadcrumbs, Parmesan",Ranch
27-60,2024-08-27,Grilled Chicken,MIX,NA,NA,NA
27-61,2024-08-27,"Grilled Chicken, Bacon",Alfredo,NA,Onions,"Buffalo, Ranch"
27-62,2024-08-27,NA,Alfredo,Large Chocolate Chunk Cookie,"Breadcrumbs, Corn, Onions",Ranch
27-63,2024-08-27,"Brisket, Bacon",Pepper Jack,Cheesy Garlic Bread,"Onions, Jalapenos, Breadcrumbs, Broccoli, Parmesan","Ranch, Hot Honey"
27-64,2024-08-27,"Grilled Chicken, Bacon",Cheddar,NA,"Breadcrumbs, Corn, Parmesan","Ranch, Garlic Parmesan"
27-65,2024-08-27,"Grilled Chicken, Bacon",Cheddar,NA,"Mushrooms, Breadcrumbs, Onions","Hot Honey, BBQ"
27-66,2024-08-27,"Pulled Pork, Ham, Bacon","Pepper Jack, Cheddar",NA,"Tomatoes, Onions, Jalapenos, Breadcrumbs, Broccoli, Corn, Parmesan","Garlic Parmesan, BBQ"
27-67,2024-08-27,NA,Cheddar,Garlic Bread,Broccoli,Ranch
27-68,2024-08-27,Brisket,"Melted Cheddar, Pepper Jack Mac",NA,Parmesan,"Buffalo, Ranch, BBQ"
27-71,2024-08-27,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Tomatoes, Parmesan, Jalapenos, Mushrooms, Broccoli, Corn, Bell Peppers, Onions","Buffalo, Ranch, Garlic Parmesan, Pesto"
27-72,2024-08-27,Brisket,MIX,NA,Broccoli,BBQ
27-74,2024-08-27,Bacon,Cheddar,Garlic Bread,Parmesan,NA
27-75,2024-08-27,Grilled Chicken,"Melted Cheddar, Cheddar",Cheesy Garlic Bread,Breadcrumbs,"Buffalo, Ranch"
27-76,2024-08-27,Brisket,Cheddar,Large Chocolate Chunk Cookie,Breadcrumbs,BBQ
27-77,2024-08-27,Brisket,Pepper Jack,NA,"Jalapenos, Mushrooms",Buffalo
27-78,2024-08-27,Ham,Cheddar,NA,"Parmesan, Jalapenos, Broccoli, Corn, Bell Peppers, Onions",Garlic Parmesan
27-79,2024-08-27,"Pulled Pork, Brisket","Pepper Jack, Melted Cheddar",NA,"Tomatoes, Onions, Corn, Bell Peppers, Mushrooms",BBQ
27-73,2024-08-27,"Grilled Chicken, Bacon","MIX, Cheddar",NA,"Mushrooms, Jalapenos, Onions","Buffalo, Garlic Parmesan, Hot Honey, Pesto"
27-80,2024-08-27,Grilled Chicken,MIX,Garlic Bread,"Breadcrumbs, Onions",Garlic Parmesan
27-81,2024-08-27,Grilled Chicken,MIX,NA,"Breadcrumbs, Broccoli, Parmesan",BBQ
27-85,2024-08-27,Bacon,MIX,Garlic Bread,Breadcrumbs,NA
27-83,2024-08-27,Grilled Chicken,MIX,NA,"Jalapenos, Corn",Garlic Parmesan
27-82,2024-08-27,Grilled Chicken,Cheddar,NA,"Bell Peppers, Broccoli",Ranch
27-86,2024-08-27,Brisket,Cheddar,Garlic Bread,"Breadcrumbs, Jalapenos, Broccoli, Bell Peppers",Ranch
27-87,2024-08-27,"Grilled Chicken, Bacon",Cheddar,NA,"Breadcrumbs, Parmesan",NA
27-88,2024-08-27,Pulled Pork,Alfredo,NA,Breadcrumbs,NA
27-89,2024-08-27,"Pulled Pork, Brisket",Alfredo,Side Mac,"Tomatoes, Parmesan, Onions, Bell Peppers, Mushrooms",Garlic Parmesan
27-90,2024-08-27,Grilled Chicken,Cheddar,NA,NA,BBQ
27-91,2024-08-27,Bacon,Cheddar,NA,Breadcrumbs,NA
27-92,2024-08-27,Grilled Chicken,Cheddar,NA,"Tomatoes, Broccoli, Corn, Bell Peppers, Mushrooms",BBQ
27-94,2024-08-27,Bacon,MIX,NA,"Breadcrumbs, Jalapenos, Parmesan",Garlic Parmesan
27-95,2024-08-27,Grilled Chicken,Alfredo,NA,"Parmesan, Broccoli, Mushrooms",NA
27-96,2024-08-27,Grilled Chicken,Pepper Jack,NA,Parmesan,Buffalo
27-97,2024-08-27,NA,Alfredo,Cheesecake,"Breadcrumbs, Tomatoes, Parmesan",Hot Honey
27-98,2024-08-27,Grilled Chicken,Cheddar,Garlic Bread,"Breadcrumbs, Parmesan",Hot Honey
27-99,2024-08-27,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Parmesan",NA
27-100,2024-08-27,Bacon,Cheddar,NA,NA,NA
27-102,2024-08-27,"Grilled Chicken, Bacon",MIX,Cheesy Garlic Bread,"Breadcrumbs, Broccoli, Parmesan",Garlic Parmesan
27-101,2024-08-27,Bacon,MIX,NA,"Breadcrumbs, Parmesan",NA
27-103,2024-08-27,Brisket,Cheddar,Cheesy Garlic Bread,Parmesan,NA
27-104,2024-08-27,Brisket,MIX,NA,"Breadcrumbs, Tomatoes, Parmesan","Buffalo, BBQ"
27-105,2024-08-27,Bacon,Cheddar,NA,"Parmesan, Jalapenos, Corn, Onions",Garlic Parmesan
27-107,2024-08-27,NA,Cheddar,Doritos,NA,NA
27-109,2024-08-27,Grilled Chicken,Cheddar,NA,Breadcrumbs,NA
27-108,2024-08-27,Grilled Chicken,Melted Cheddar,NA,"Bell Peppers, Broccoli, Mushrooms",Garlic Parmesan
27-110,2024-08-27,Ham,Cheddar,NA,NA,NA
27-111,2024-08-27,Grilled Chicken,Alfredo,NA,"Parmesan, Jalapenos, Breadcrumbs, Mushrooms","Garlic Parmesan, Pesto"
27-112,2024-08-27,"Grilled Chicken, Brisket",Pepper Jack,"Doritos, Cheesy Garlic Bread","Breadcrumbs, Parmesan",Garlic Parmesan
27-113,2024-08-27,"Pulled Pork, Bacon",Cheddar,Garlic Bread,"Breadcrumbs, Parmesan","Garlic Parmesan, Hot Honey"
27-117,2024-08-27,"Grilled Chicken, Brisket",Alfredo,NA,"Breadcrumbs, Broccoli, Parmesan","Buffalo, Ranch"
27-114,2024-08-27,Pulled Pork,Cheddar,Cheesy Garlic Bread,Onions,Garlic Parmesan
27-116,2024-08-27,Brisket,Cheddar,NA,"Breadcrumbs, Parmesan",BBQ
27-115,2024-08-27,Brisket,Cheddar,NA,NA,NA
27-118,2024-08-27,NA,MIX,NA,"Jalapenos, Parmesan","Buffalo, Garlic Parmesan, BBQ"
27-120,2024-08-27,"Pulled Pork, Brisket","Melted Pepper Jack, Pepper Jack",Cheesy Garlic Bread,"Tomatoes, Onions, Jalapenos, Breadcrumbs, Parmesan","Buffalo, Ranch"
27-119,2024-08-27,"Grilled Chicken, Brisket","MIX, Cheddar",Cheesecake,"Tomatoes, Mushrooms, Broccoli, Corn, Parmesan","Ranch, Garlic Parmesan, BBQ"
27-121,2024-08-27,"Grilled Chicken, Brisket","MIX, Cheddar",Cheesecake,"Tomatoes, Mushrooms, Broccoli, Corn, Parmesan","Ranch, Garlic Parmesan, BBQ"
27-122,2024-08-27,Grilled Chicken,Cheddar,NA,"Tomatoes, Onions, Jalapenos, Breadcrumbs, Bell Peppers, Parmesan","Buffalo, Garlic Parmesan"
27-123,2024-08-27,NA,Cheddar,NA,"Jalapenos, Corn",Pesto
27-124,2024-08-27,Grilled Chicken,Alfredo,Garlic Bread,Parmesan,Ranch
