order number,date,meat,cheese,sides,toppings,sauce
25-33,2024-09-25,"Brisket, Grilled Chicken","MIX, Cheddar","Cheesy Garlic Bread, Any Bag Of Chips","Bell Peppers, Onions","BBQ, Buffalo"
25-12,2024-09-25,Grilled Chicken,Cheddar,Any Bag Of Chips,NA,"Buffalo, Ranch"
25-35,2024-09-25,"Bacon, Ham",Pepper Jack,Cheesy Garlic Bread,Corn,"Hot Honey, Buffalo"
25-36,2024-09-25,Brisket,Cheddar,NA,"Broccoli, Onions, Parmesan, Breadcrumbs, Bell Peppers, Tomatoes, Jalapenos","Garlic Parmesan, Hot Honey, Ranch"
25-37,2024-09-25,Pulled Pork,MIX,NA,"Breadcrumbs, Parmesan","Buffalo, Ranch"
25-38,2024-09-25,NA,Cheddar,NA,"Broccoli, Pineapple, Corn, Parmesan, Breadcrumbs",Garlic Parmesan
25-39,2024-09-25,Bacon,MIX,NA,"Parmesan, Breadcrumbs, Jalapenos",Garlic Parmesan
25-41,2024-09-25,NA,Cheddar,NA,"Parmesan, Jalapenos","Garlic Parmesan, Buffalo, Pesto"
25-43,2024-09-25,Pulled Pork,MIX,NA,"Jalapenos, Tomatoes, Parmesan, Onions","Garlic Parmesan, BBQ"
25-45,2024-09-25,Brisket,Alfredo,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
25-44,2024-09-25,NA,Cheddar,NA,"Bell Peppers, Parmesan",Pesto
25-46,2024-09-25,NA,"Texas BBQ (Pepper Jack, Brisket, Jalapenos, BBQ)",NA,NA,NA
25-47,2024-09-25,Grilled Chicken,MIX,NA,"Tomatoes, Breadcrumbs, Parmesan","Garlic Parmesan, Pesto"
25-48,2024-09-25,Pulled Pork,Cheddar,NA,"Broccoli, Onions, Corn, Parmesan, Breadcrumbs, Tomatoes",Garlic Parmesan
25-50,2024-09-25,Grilled Chicken,MIX,NA,"Breadcrumbs, Parmesan",NA
25-51,2024-09-25,NA,Alfredo,NA,"Bell Peppers, Breadcrumbs, Corn, Onions",Garlic Parmesan
25-53,2024-09-25,"Pulled Pork, Brisket, Grilled Chicken",Cheddar,NA,Jalapenos,BBQ
25-52,2024-09-25,Grilled Chicken,Pepper Jack,NA,"Breadcrumbs, Parmesan",Pesto
25-54,2024-09-25,Bacon,Alfredo,NA,"Broccoli, Breadcrumbs, Parmesan",Garlic Parmesan
25-55,2024-09-25,NA,Cheddar,NA,Broccoli,"Garlic Parmesan, BBQ"
25-56,2024-09-25,"Pulled Pork, Brisket",MIX,NA,"Breadcrumbs, Parmesan","BBQ, Hot Honey"
25-57,2024-09-25,Brisket,MIX,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
25-58,2024-09-25,NA,MIX,NA,"Pineapple, Corn, Parmesan, Bell Peppers, Tomatoes","Garlic Parmesan, Pesto, Ranch"
25-59,2024-09-25,"Bacon, Grilled Chicken",Cheddar,NA,"Tomatoes, Corn",Ranch
25-60,2024-09-25,Bacon,Pepper Jack,NA,"Tomatoes, Bell Peppers, Onions","BBQ, Pesto"
25-61,2024-09-25,Pulled Pork,Cheddar,Cheesy Garlic Bread,"Onions, Parmesan, Breadcrumbs, Tomatoes, Jalapenos",BBQ
25-62,2024-09-25,Brisket,MIX,NA,"Broccoli, Onions, Corn, Parmesan, Breadcrumbs, Bell Peppers, Jalapenos","Buffalo, Ranch"
25-63,2024-09-25,Brisket,Cheddar,NA,Jalapenos,"BBQ, Ranch"
25-64,2024-09-25,Grilled Chicken,Cheddar,Garlic Bread,"Broccoli, Onions, Corn, Parmesan, Breadcrumbs","Garlic Parmesan, Pesto"
25-65,2024-09-25,"Bacon, Grilled Chicken",Cheddar,NA,"Pineapple, Corn, Onions","Garlic Parmesan, Pesto"
25-67,2024-09-25,NA,Alfredo,Cheesy Garlic Bread,"Mushrooms, Breadcrumbs, Parmesan",NA
25-68,2024-09-25,NA,"Melted Pepper Jack, Cheddar",NA,"Broccoli, Onions, Corn, Parmesan, Mushrooms, Bell Peppers, Tomatoes",Garlic Parmesan
25-69,2024-09-25,Pulled Pork,Cheddar,Garlic Bread,"Parmesan, Onions",Garlic Parmesan
25-70,2024-09-25,Brisket,Pepper Jack,NA,"Parmesan, Onions",Hot Honey
25-71,2024-09-25,NA,Cheddar,NA,"Parmesan, Tomatoes, Breadcrumbs, Onions",NA
25-73,2024-09-25,"Bacon, Ham",Cheddar,NA,"Bell Peppers, Corn",BBQ
25-72,2024-09-25,Brisket,MIX,NA,Parmesan,Buffalo
25-74,2024-09-25,Grilled Chicken,Alfredo,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
25-76,2024-09-25,"Bacon, Grilled Chicken",MIX,Large Chocolate Chunk Cookie,Onions,"Garlic Parmesan, BBQ"
25-77,2024-09-25,"Bacon, Grilled Chicken",Cheddar,NA,"Onions, Bell Peppers, Breadcrumbs, Mushrooms, Tomatoes, Jalapenos",Buffalo
25-78,2024-09-25,NA,NA,Cheesy Garlic Bread,NA,NA
25-79,2024-09-25,Grilled Chicken,Alfredo,NA,"Corn, Parmesan",Garlic Parmesan
25-81,2024-09-25,NA,Melted Cheddar,NA,NA,NA
25-80,2024-09-25,Pulled Pork,Cheddar,NA,Breadcrumbs,BBQ
25-82,2024-09-25,Pulled Pork,Cheddar,NA,"Pineapple, Bell Peppers, Breadcrumbs, Onions","Garlic Parmesan, Ranch"
25-84,2024-09-25,Bacon,Cheddar,NA,"Broccoli, Breadcrumbs, Corn",Garlic Parmesan
25-83,2024-09-25,Brisket,Pepper Jack,Garlic Bread,Broccoli,Garlic Parmesan
25-86,2024-09-25,NA,Cheddar,NA,"Onions, Parmesan, Bell Peppers, Breadcrumbs, Tomatoes",Garlic Parmesan
25-85,2024-09-25,"Bacon, Grilled Chicken",MIX,NA,Mushrooms,NA
25-87,2024-09-25,Pulled Pork,Pepper Jack,NA,"Onions, Corn, Bell Peppers, Parmesan, Mushrooms, Tomatoes","Garlic Parmesan, Hot Honey, Buffalo, Ranch"
25-88,2024-09-25,NA,Cheddar,NA,"Tomatoes, Breadcrumbs, Onions",Ranch
25-89,2024-09-25,Bacon,Cheddar,NA,"Mushrooms, Parmesan, Tomatoes, Onions",Garlic Parmesan
25-90,2024-09-25,NA,Alfredo,Cheesy Garlic Bread,Parmesan,Garlic Parmesan
25-91,2024-09-25,Ham,Cheddar,Cheesy Garlic Bread,"Broccoli, Tomatoes, Corn",NA
25-94,2024-09-25,Pulled Pork,"Cheddar Mac, Melted Cheddar, Cheddar",Cheesy Garlic Bread,"Mushrooms, Breadcrumbs, Parmesan",BBQ
25-96,2024-09-25,Brisket,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",BBQ
25-95,2024-09-25,NA,MIX,NA,"Broccoli, Breadcrumbs, Parmesan","Garlic Parmesan, Pesto"
25-97,2024-09-25,"Bacon, Grilled Chicken",Cheddar,NA,"Breadcrumbs, Parmesan",NA
25-99,2024-09-25,NA,Cheddar,Cheesy Garlic Bread,"Mushrooms, Broccoli, Breadcrumbs, Corn",Garlic Parmesan
25-98,2024-09-25,NA,MIX,Cheesy Garlic Bread,"Broccoli, Onions, Parmesan, Breadcrumbs, Mushrooms, Bell Peppers, Tomatoes, Jalapenos","BBQ, Hot Honey"
25-100,2024-09-25,"Bacon, Brisket",MIX,NA,"Onions, Parmesan, Bell Peppers, Breadcrumbs, Mushrooms, Tomatoes","Garlic Parmesan, Ranch"
25-102,2024-09-25,Brisket,Cheddar,NA,"Parmesan, Bell Peppers, Breadcrumbs, Onions",NA
25-104,2024-09-25,Ham,Pepper Jack,NA,"Pineapple, Corn, Bell Peppers, Parmesan, Breadcrumbs, Mushrooms, Tomatoes",BBQ
25-105,2024-09-25,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Ranch
25-106,2024-09-25,Bacon,"Melted Cheddar, Alfredo Mac","Doritos, Cheesecake",NA,Pesto
25-107,2024-09-25,Pulled Pork,"Cheddar Mac, Melted Cheddar, Cheddar",Cheesy Garlic Bread,"Broccoli, Onions, Corn, Parmesan, Breadcrumbs, Tomatoes",BBQ
25-108,2024-09-25,Grilled Chicken,Cheddar,NA,Breadcrumbs,NA
25-109,2024-09-25,Grilled Chicken,Cheddar,NA,Breadcrumbs,NA
25-110,2024-09-25,"Bacon, Brisket",Cheddar,Doritos,"Breadcrumbs, Parmesan",Garlic Parmesan
25-111,2024-09-25,NA,Melted Parmesan,Cheesy Garlic Bread,Breadcrumbs,"Garlic Parmesan, Buffalo"
25-112,2024-09-25,NA,MIX,NA,"Broccoli, Bell Peppers, Corn, Onions",Ranch
25-113,2024-09-25,Grilled Chicken,Melted Parmesan,NA,NA,NA
25-115,2024-09-25,NA,Cheddar,NA,"Parmesan, Breadcrumbs, Onions",Hot Honey
25-116,2024-09-25,Brisket,Cheddar,NA,"Breadcrumbs, Corn, Parmesan","Garlic Parmesan, Buffalo, Pesto"
25-114,2024-09-25,Grilled Chicken,MIX,NA,"Onions, Corn, Bell Peppers, Parmesan, Mushrooms, Tomatoes, Jalapenos","Hot Honey, Pesto"
25-117,2024-09-25,"Bacon, Brisket",MIX,NA,"Broccoli, Onions, Corn, Bell Peppers, Tomatoes",NA
25-118,2024-09-25,NA,Cheddar,Cheesecake,NA,NA
25-120,2024-09-25,Bacon,Alfredo,NA,NA,Garlic Parmesan
25-119,2024-09-25,Bacon,Cheddar,NA,"Parmesan, Corn, Onions",Ranch
25-121,2024-09-25,"Bacon, Brisket","Pepper Jack Mac, Melted Pepper Jack",Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
25-122,2024-09-25,"Bacon, Grilled Chicken",MIX,NA,"Mushrooms, Parmesan",Pesto
25-125,2024-09-25,Brisket,"Melted Cheddar, Cheddar",NA,Parmesan,NA
25-123,2024-09-25,Pulled Pork,Cheddar,NA,"Jalapenos, Tomatoes, Breadcrumbs, Onions","Garlic Parmesan, BBQ"
25-124,2024-09-25,Grilled Chicken,Cheddar,Cheesecake,"Jalapenos, Parmesan, Breadcrumbs, Onions",Garlic Parmesan
25-126,2024-09-25,"Pulled Pork, Brisket",Cheddar,Garlic Bread,"Mushrooms, Broccoli, Breadcrumbs, Parmesan","BBQ, Hot Honey"
25-127,2024-09-25,Brisket,Melted Cheddar,NA,"Parmesan, Bell Peppers, Onions","Hot Honey, Ranch"
26-1,2024-09-26,"Brisket, Grilled Chicken",MIX,NA,"Onions, Parmesan, Mushrooms, Bell Peppers, Jalapenos",BBQ
26-2,2024-09-26,"Brisket, Grilled Chicken",Cheddar,NA,"Jalapenos, Broccoli, Breadcrumbs, Parmesan","Garlic Parmesan, BBQ, Buffalo"
26-3,2024-09-26,Bacon,MIX,NA,"Parmesan, Broccoli, Breadcrumbs, Onions",Ranch
26-5,2024-09-26,Bacon,Cheddar,NA,NA,NA
26-6,2024-09-26,NA,Alfredo,NA,"Mushrooms, Breadcrumbs","Garlic Parmesan, Pesto"
26-7,2024-09-26,"Pulled Pork, Brisket, Grilled Chicken",Pepper Jack,Cheesy Garlic Bread,"Corn, Parmesan, Breadcrumbs, Mushrooms, Tomatoes, Jalapenos","Garlic Parmesan, Pesto"
26-9,2024-09-26,NA,Cheddar,NA,"Onions, Parmesan, Breadcrumbs, Mushrooms, Bell Peppers, Jalapenos",Garlic Parmesan
26-8,2024-09-26,Grilled Chicken,MIX,Cheesy Garlic Bread,"Breadcrumbs, Corn, Parmesan",Garlic Parmesan
26-11,2024-09-26,Grilled Chicken,Alfredo,NA,"Broccoli, Onions, Corn, Parmesan, Bell Peppers, Jalapenos",Garlic Parmesan
26-12,2024-09-26,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Mushrooms, Corn, Parmesan",NA
26-13,2024-09-26,Brisket,MIX,NA,Breadcrumbs,BBQ
26-14,2024-09-26,Brisket,MIX,Garlic Bread,"Bell Peppers, Breadcrumbs, Jalapenos","Garlic Parmesan, Ranch"
26-16,2024-09-26,"Bacon, Brisket",Cheddar,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
26-15,2024-09-26,NA,"Melted Cheddar, Cheddar",NA,"Mushrooms, Jalapenos",Hot Honey
26-17,2024-09-26,"Pulled Pork, Grilled Chicken","Alfredo, Pepper Jack","Cheesy Garlic Bread, Any Bag Of Chips","Breadcrumbs, Parmesan",Garlic Parmesan
26-18,2024-09-26,"Bacon, Pulled Pork",MIX,NA,"Tomatoes, Corn",BBQ
26-20,2024-09-26,NA,Cheddar,NA,"Breadcrumbs, Parmesan",NA
26-19,2024-09-26,Grilled Chicken,Cheddar,Large Chocolate Chunk Cookie,NA,Garlic Parmesan
26-21,2024-09-26,Pulled Pork,Cheddar,NA,"Breadcrumbs, Parmesan","Garlic Parmesan, BBQ"
26-22,2024-09-26,Pulled Pork,Cheddar,NA,"Mushrooms, Corn, Onions",Garlic Parmesan
26-23,2024-09-26,Brisket,Cheddar,NA,"Breadcrumbs, Parmesan",BBQ
26-25,2024-09-26,Grilled Chicken,MIX,NA,"Mushrooms, Broccoli","Garlic Parmesan, Hot Honey, Buffalo"
26-24,2024-09-26,Pulled Pork,"Cheddar Mac, Melted Cheddar",Cheesy Garlic Bread,NA,NA
26-27,2024-09-26,Brisket,Alfredo,NA,"Bell Peppers, Parmesan",Pesto
26-28,2024-09-26,Grilled Chicken,MIX,NA,"Parmesan, Breadcrumbs, Onions",Buffalo
26-29,2024-09-26,NA,Cheddar,Garlic Bread,Parmesan,NA
26-30,2024-09-26,"Bacon, Grilled Chicken",Cheddar,NA,"Broccoli, Corn","Buffalo, Ranch"
26-31,2024-09-26,NA,Cheddar,Garlic Bread,Broccoli,NA
26-32,2024-09-26,NA,Cheddar,Garlic Bread,Breadcrumbs,Garlic Parmesan
26-33,2024-09-26,Brisket,Cheddar,NA,Mushrooms,BBQ
26-34,2024-09-26,Brisket,MIX,NA,"Breadcrumbs, Parmesan","BBQ, Buffalo, Ranch"
26-35,2024-09-26,"Bacon, Brisket",Cheddar,NA,"Parmesan, Breadcrumbs, Onions","Garlic Parmesan, Pesto"
26-36,2024-09-26,Grilled Chicken,Pepper Jack,NA,"Broccoli, Onions, Pineapple, Corn, Breadcrumbs, Mushrooms, Tomatoes, Jalapenos",Pesto
26-38,2024-09-26,"Bacon, Pulled Pork",Pepper Jack,NA,"Jalapenos, Bell Peppers, Breadcrumbs, Onions",BBQ
26-37,2024-09-26,Pulled Pork,Alfredo,NA,"Bell Peppers, Onions, Breadcrumbs, Parmesan",Pesto
26-40,2024-09-26,Brisket,Cheddar,NA,Parmesan,BBQ
26-41,2024-09-26,Grilled Chicken,Alfredo,NA,"Broccoli, Onions, Corn, Parmesan, Mushrooms, Bell Peppers, Jalapenos","Garlic Parmesan, Pesto"
26-42,2024-09-26,Grilled Chicken,Cheddar,NA,"Mushrooms, Tomatoes, Breadcrumbs","Buffalo, Ranch"
26-47,2024-09-26,NA,Cheddar,Garlic Bread,Parmesan,Garlic Parmesan
26-48,2024-09-26,Grilled Chicken,Cheddar,Cheesecake,Breadcrumbs,NA
26-43,2024-09-26,Grilled Chicken,MIX,NA,Broccoli,BBQ
26-50,2024-09-26,Grilled Chicken,Cheddar,Any Bag Of Chips,"Broccoli, Jalapenos",Buffalo
26-51,2024-09-26,NA,MIX,NA,"Parmesan, Breadcrumbs, Jalapenos","Garlic Parmesan, Ranch"
26-52,2024-09-26,"Pulled Pork, Brisket, Grilled Chicken","MIX, Cheddar",Cheesy Garlic Bread,"Broccoli, Onions, Corn, Parmesan, Breadcrumbs, Mushrooms, Bell Peppers, Jalapenos","Garlic Parmesan, BBQ, Pesto, Ranch"
26-53,2024-09-26,Pulled Pork,Cheddar,NA,Corn,BBQ
26-54,2024-09-26,Brisket,Pepper Jack,NA,"Onions, Corn, Breadcrumbs, Mushrooms, Tomatoes, Jalapenos","BBQ, Hot Honey"
26-55,2024-09-26,NA,MIX,NA,"Broccoli, Parmesan, Bell Peppers, Mushrooms, Tomatoes",Garlic Parmesan
26-56,2024-09-26,"Bacon, Grilled Chicken",Alfredo,"Cheesy Garlic Bread, Garlic Bread","Breadcrumbs, Parmesan",NA
26-58,2024-09-26,NA,Cheddar,NA,"Broccoli, Corn, Parmesan, Breadcrumbs, Tomatoes",Ranch
26-59,2024-09-26,"Bacon, Brisket, Grilled Chicken",Alfredo,Doritos,"Broccoli, Parmesan","Garlic Parmesan, Ranch"
26-60,2024-09-26,Pulled Pork,Cheddar,NA,"Corn, Parmesan, Bell Peppers, Breadcrumbs, Tomatoes, Jalapenos",BBQ
26-57,2024-09-26,Brisket,Pepper Jack,NA,"Mushrooms, Bell Peppers, Breadcrumbs, Onions",BBQ
26-62,2024-09-26,Brisket,Cheddar,NA,"Breadcrumbs, Parmesan",NA
26-64,2024-09-26,NA,MIX,NA,"Broccoli, Corn, Bell Peppers, Parmesan, Breadcrumbs, Mushrooms, Tomatoes","Garlic Parmesan, Hot Honey, Pesto, Ranch"
26-67,2024-09-26,Grilled Chicken,MIX,Garlic Bread,"Broccoli, Breadcrumbs, Parmesan",Garlic Parmesan
26-66,2024-09-26,"Bacon, Pulled Pork","Alfredo, MIX",Garlic Bread,"Breadcrumbs, Parmesan",BBQ
26-68,2024-09-26,NA,MIX,NA,"Corn, Parmesan, Breadcrumbs, Mushrooms, Bell Peppers, Jalapenos","Garlic Parmesan, Pesto, Ranch"
26-70,2024-09-26,Pulled Pork,Cheddar,"Cheesy Garlic Bread, Large Chocolate Chunk Cookie","Broccoli, Parmesan",BBQ
26-71,2024-09-26,NA,MIX,NA,"Onions, Corn, Bell Peppers, Parmesan, Tomatoes, Jalapenos",Garlic Parmesan
26-72,2024-09-26,NA,MIX,NA,"Mushrooms, Corn",Garlic Parmesan
26-73,2024-09-26,NA,Pepper Jack,NA,"Mushrooms, Parmesan",Pesto
26-69,2024-09-26,Brisket,Cheddar,NA,Breadcrumbs,Ranch
26-74,2024-09-26,Grilled Chicken,MIX,Cheesecake,"Tomatoes, Bell Peppers, Corn, Onions",Garlic Parmesan
26-76,2024-09-26,NA,Cheddar,NA,"Broccoli, Onions, Corn, Breadcrumbs, Mushrooms, Jalapenos","Garlic Parmesan, Pesto"
26-77,2024-09-26,Brisket,Pepper Jack,NA,"Broccoli, Onions, Pineapple, Corn, Bell Peppers, Parmesan, Tomatoes, Jalapenos",Hot Honey
26-78,2024-09-26,Brisket,Cheddar,NA,"Breadcrumbs, Parmesan",Ranch
26-79,2024-09-26,Grilled Chicken,Cheddar,NA,"Jalapenos, Onions",Buffalo
26-80,2024-09-26,NA,Cheddar,Garlic Bread,"Parmesan, Tomatoes, Onions",Ranch
26-81,2024-09-26,"Bacon, Grilled Chicken",MIX,Large Chocolate Chunk Cookie,NA,"Garlic Parmesan, BBQ"
26-82,2024-09-26,"Brisket, Grilled Chicken",Cheddar,NA,"Breadcrumbs, Parmesan",BBQ
26-83,2024-09-26,NA,Alfredo,NA,"Mushrooms, Breadcrumbs, Parmesan",NA
26-84,2024-09-26,"Bacon, Ham","Pepper Jack Mac, Pepper Jack, Melted Cheddar",Cheesy Garlic Bread,"Mushrooms, Tomatoes, Breadcrumbs, Corn",Buffalo
26-86,2024-09-26,Brisket,Alfredo,NA,"Pineapple, Breadcrumbs, Corn, Parmesan","Garlic Parmesan, Hot Honey"
26-85,2024-09-26,NA,Cheddar,NA,"Pineapple, Broccoli",NA
26-87,2024-09-26,Grilled Chicken,"Cheddar Mac, Melted Cheddar",NA,"Jalapenos, Bell Peppers, Onions",Ranch
26-88,2024-09-26,Grilled Chicken,Pepper Jack,NA,"Broccoli, Onions, Corn, Parmesan, Bell Peppers, Breadcrumbs, Mushrooms, Tomatoes, Jalapenos","Garlic Parmesan, Pesto"
26-91,2024-09-26,Grilled Chicken,Cheddar,NA,Parmesan,Garlic Parmesan
26-89,2024-09-26,NA,Cheddar,Cheesy Garlic Bread,Breadcrumbs,NA
26-90,2024-09-26,Grilled Chicken,MIX,NA,Corn,NA
26-94,2024-09-26,Brisket,MIX,Cheesy Garlic Bread,"Mushrooms, Tomatoes, Parmesan",Garlic Parmesan
26-93,2024-09-26,Brisket,MIX,Garlic Bread,Mushrooms,Buffalo
26-92,2024-09-26,Brisket,MIX,Large Chocolate Chunk Cookie,"Broccoli, Breadcrumbs, Parmesan",Hot Honey
26-95,2024-09-26,Brisket,MIX,Garlic Bread (Feeds 10),"Mushrooms, Bell Peppers, Breadcrumbs, Corn",Pesto
26-96,2024-09-26,Brisket,MIX,NA,"Mushrooms, Bell Peppers, Corn","Hot Honey, Pesto"
26-97,2024-09-26,NA,Alfredo,NA,"Breadcrumbs, Parmesan",NA
26-98,2024-09-26,NA,Pepper Jack,NA,"Tomatoes, Breadcrumbs, Corn, Parmesan",Garlic Parmesan
26-99,2024-09-26,Grilled Chicken,MIX,NA,"Broccoli, Corn, Parmesan, Breadcrumbs, Mushrooms, Tomatoes","Garlic Parmesan, Hot Honey, Pesto"
26-100,2024-09-26,NA,Cheddar,NA,"Broccoli, Onions, Pineapple, Corn, Mushrooms",NA
26-101,2024-09-26,Brisket,Cheddar,Cheesy Garlic Bread,Breadcrumbs,BBQ
26-102,2024-09-26,Grilled Chicken,Alfredo,Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
26-104,2024-09-26,"Brisket, Grilled Chicken","Cheddar Mac, Pepper Jack, Melted Pepper Jack",Garlic Bread,"Breadcrumbs, Onions","BBQ, Buffalo, Ranch"
26-105,2024-09-26,NA,Cheddar,Cheesy Garlic Bread,Jalapenos,NA
26-106,2024-09-26,Grilled Chicken,Cheddar,NA,Parmesan,NA
26-109,2024-09-26,Grilled Chicken,Cheddar,NA,Bell Peppers,NA
26-108,2024-09-26,"Bacon, Grilled Chicken",Cheddar,Cheesy Garlic Bread,"Jalapenos, Tomatoes, Parmesan, Onions","Hot Honey, Pesto"
26-107,2024-09-26,"Bacon, Ham","Cheddar Mac, Melted Cheddar",Cheesy Garlic Bread,NA,NA
26-110,2024-09-26,Bacon,Melted Cheddar,Garlic Bread,Bell Peppers,NA
26-111,2024-09-26,Brisket,Pepper Jack,NA,"Broccoli, Onions, Pineapple, Parmesan, Breadcrumbs, Mushrooms, Bell Peppers","Garlic Parmesan, Hot Honey, Pesto"
26-112,2024-09-26,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Parmesan","Garlic Parmesan, Buffalo"
26-113,2024-09-26,Grilled Chicken,MIX,NA,"Onions, Pineapple, Parmesan, Breadcrumbs, Bell Peppers","Garlic Parmesan, Buffalo"
26-114,2024-09-26,Bacon,Cheddar,Garlic Bread,NA,Buffalo
26-115,2024-09-26,"Bacon, Pulled Pork",Cheddar,"Garlic Bread, Cheesecake","Breadcrumbs, Parmesan","Garlic Parmesan, Hot Honey"
26-117,2024-09-26,Brisket,Cheddar,NA,"Jalapenos, Bell Peppers, Onions",Pesto
26-121,2024-09-26,Pulled Pork,Cheddar,Large Chocolate Chunk Cookie,"Broccoli, Corn, Parmesan","Garlic Parmesan, BBQ"
26-123,2024-09-26,Brisket,Pepper Jack,"Garlic Bread, Cheesecake",Jalapenos,BBQ
26-126,2024-09-26,NA,Pepper Jack,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Hot Honey
26-127,2024-09-26,NA,Pepper Jack,Cheesy Garlic Bread,Breadcrumbs,NA
26-128,2024-09-26,"Bacon, Grilled Chicken",Pepper Jack,"Cheesy Garlic Bread, Cheesecake","Broccoli, Onions, Parmesan, Breadcrumbs, Mushrooms","Garlic Parmesan, Hot Honey"
26-130,2024-09-26,Brisket,Pepper Jack,NA,"Parmesan, Tomatoes, Corn, Onions","Garlic Parmesan, Ranch"
26-132,2024-09-26,Bacon,Pepper Jack,Cheesy Garlic Bread,"Parmesan, Tomatoes, Breadcrumbs, Jalapenos","Garlic Parmesan, Pesto"
26-129,2024-09-26,Grilled Chicken,Pepper Jack,Cheesy Garlic Bread,"Parmesan, Tomatoes, Corn, Onions",Garlic Parmesan
26-135,2024-09-26,Brisket,Pepper Jack,NA,"Parmesan, Bell Peppers, Breadcrumbs, Jalapenos",BBQ
26-136,2024-09-26,NA,NA,Cheesecake,NA,NA
27-2,2024-09-27,Brisket,Pepper Jack,NA,Mushrooms,"BBQ, Pesto"
27-3,2024-09-27,Grilled Chicken,Melted Parmesan,NA,"Tomatoes, Onions, Corn, Parmesan",Pesto
27-4,2024-09-27,NA,Cheddar,Garlic Bread,"Broccoli, Onions, Parmesan, Breadcrumbs, Mushrooms, Bell Peppers",Ranch
27-5,2024-09-27,Bacon,Cheddar,Cheesy Garlic Bread,Mushrooms,Ranch
27-7,2024-09-27,Brisket,Cheddar,NA,"Mushrooms, Parmesan",Pesto
27-6,2024-09-27,Grilled Chicken,Alfredo,NA,"Breadcrumbs, Parmesan",Pesto
27-8,2024-09-27,Bacon,Pepper Jack,NA,"Pineapple, Corn, Bell Peppers, Breadcrumbs, Mushrooms, Tomatoes, Jalapenos",Garlic Parmesan
27-10,2024-09-27,Pulled Pork,Pepper Jack,Cheesy Garlic Bread,"Broccoli, Onions, Parmesan, Breadcrumbs, Mushrooms","Garlic Parmesan, Pesto"
27-9,2024-09-27,"Ham, Brisket",Alfredo,NA,"Broccoli, Onions, Pineapple, Parmesan, Mushrooms, Bell Peppers, Tomatoes","BBQ, Hot Honey"
27-11,2024-09-27,Bacon,Pepper Jack,NA,"Breadcrumbs, Corn, Parmesan",Garlic Parmesan
27-12,2024-09-27,Brisket,Pepper Jack,NA,"Broccoli, Onions, Corn, Bell Peppers, Breadcrumbs, Mushrooms, Tomatoes, Jalapenos",Buffalo
27-13,2024-09-27,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Corn, Parmesan",Hot Honey
27-14,2024-09-27,Brisket,Cheddar,NA,"Breadcrumbs, Parmesan",BBQ
27-15,2024-09-27,Brisket,Cheddar,NA,Breadcrumbs,BBQ
27-16,2024-09-27,Bacon,Cheddar,NA,Mushrooms,BBQ
27-17,2024-09-27,Brisket,Cheddar,NA,"Breadcrumbs, Corn, Parmesan",BBQ
27-18,2024-09-27,"Pulled Pork, Grilled Chicken",MIX,Cheesy Garlic Bread,"Broccoli, Breadcrumbs",NA
27-20,2024-09-27,NA,Alfredo,"Cheesy Garlic Bread, Large Chocolate Chunk Cookie",Parmesan,NA
27-19,2024-09-27,Brisket,Cheddar,NA,Broccoli,BBQ
27-21,2024-09-27,Grilled Chicken,Pepper Jack,NA,"Breadcrumbs, Parmesan",NA
27-22,2024-09-27,Grilled Chicken,Pepper Jack,NA,"Parmesan, Bell Peppers, Breadcrumbs, Onions","Buffalo, Pesto"
27-23,2024-09-27,Grilled Chicken,Cheddar,NA,NA,NA
27-24,2024-09-27,Brisket,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan","BBQ, Ranch"
27-25,2024-09-27,Bacon,Cheddar,NA,"Pineapple, Parmesan",Ranch
27-26,2024-09-27,Grilled Chicken,Cheddar,NA,"Onions, Parmesan, Bell Peppers, Breadcrumbs, Mushrooms, Tomatoes","Hot Honey, Buffalo, Ranch"
27-27,2024-09-27,Brisket,Cheddar,"Cheesy Garlic Bread, Garlic Bread","Breadcrumbs, Parmesan",BBQ
27-29,2024-09-27,Grilled Chicken,MIX,NA,"Mushrooms, Parmesan, Broccoli, Bell Peppers",Garlic Parmesan
27-31,2024-09-27,"Bacon, Brisket, Grilled Chicken",MIX,NA,"Broccoli, Pineapple, Parmesan, Bell Peppers, Breadcrumbs, Tomatoes","BBQ, Buffalo, Ranch"
27-32,2024-09-27,Brisket,Cheddar,Garlic Bread,"Mushrooms, Broccoli",BBQ
27-34,2024-09-27,Grilled Chicken,MIX,Garlic Bread,"Breadcrumbs, Parmesan",Hot Honey
27-35,2024-09-27,Brisket,MIX,NA,NA,"Garlic Parmesan, BBQ"
