order number,date,meat,cheese,sides,toppings,sauce
23-63,2024-07-23,"Ham, Pulled Pork","Cheddar, Melted Pepper Jack",Cheesy Garlic Bread,"Jalapenos, Parmesan, Pineapple","Buffalo, Hot Honey"
23-64,2024-07-23,"Bacon, Grilled Chicken",Cheddar,NA,"Parmesan, Breadcrumbs","Buffalo, Ranch, BBQ"
23-66,2024-07-23,Grilled Chicken,Cheddar,Garlic Bread,Breadcrumbs,Buffalo
23-67,2024-07-23,"Pulled Pork, Grilled Chicken, Brisket","Cheddar, Alfredo",NA,"Onions, Corn, Jalapenos, Parmesan","Buffalo, BBQ"
23-68,2024-07-23,"Grilled Chicken, Brisket, Pulled Pork",Alfredo,NA,"Parmesan, Mushrooms, Tomatoes",BBQ
23-70,2024-07-23,"Pulled Pork, Brisket","Pepper Jack Mac, Melted Cheddar",NA,NA,"Ranch, BBQ"
23-69,2024-07-23,Brisket,Cheddar,NA,Breadcrumbs,Hot Honey
23-71,2024-07-23,Grilled Chicken,Pepper Jack,NA,"Onions, Broccoli, Tomatoes",Garlic Parmesan
23-72,2024-07-23,Pulled Pork,"Pepper Jack Mac, Cheddar, Melted Pepper Jack",NA,"Parmesan, Breadcrumbs",BBQ
23-73,2024-07-23,Bacon,Cheddar,NA,"Corn, Parmesan, Broccoli, Breadcrumbs","Pesto, Garlic Parmesan"
23-75,2024-07-23,Brisket,Cheddar,NA,"Jalapenos, Broccoli, Breadcrumbs, Bell Peppers","Garlic Parmesan, Hot Honey"
23-77,2024-07-23,NA,MIX,NA,"Corn, Breadcrumbs, Tomatoes, Broccoli, Onions, Bell Peppers, Parmesan",NA
23-76,2024-07-23,NA,Cheddar,NA,"Broccoli, Breadcrumbs",NA
23-78,2024-07-23,NA,Pepper Jack,NA,"Breadcrumbs, Tomatoes, Onions, Jalapenos, Bell Peppers, Mushrooms",Pesto
23-79,2024-07-23,"Grilled Chicken, Brisket","Cheddar, Pepper Jack",NA,"Corn, Breadcrumbs, Tomatoes, Broccoli, Onions, Jalapenos","Ranch, BBQ"
23-80,2024-07-23,"Pulled Pork, Brisket",MIX,NA,"Corn, Breadcrumbs, Onions, Jalapenos, Bell Peppers, Parmesan, Mushrooms","Ranch, BBQ"
23-82,2024-07-23,"Bacon, Brisket",Cheddar,NA,"Jalapenos, Parmesan, Bell Peppers",BBQ
23-81,2024-07-23,"Grilled Chicken, Brisket, Pulled Pork","MIX, Cheddar",NA,"Onions, Parmesan, Jalapenos","Garlic Parmesan, Ranch"
23-83,2024-07-23,Brisket,MIX,NA,"Onions, Parmesan, Breadcrumbs",Garlic Parmesan
23-84,2024-07-23,Ham,Cheddar,NA,"Parmesan, Corn, Bell Peppers, Mushrooms","Buffalo, Ranch"
23-86,2024-07-23,"Ham, Brisket","Cheddar, Melted Pepper Jack","Garlic Bread, Side Mac, Cheesy Garlic Bread","Corn, Breadcrumbs, Tomatoes, Onions, Jalapenos, Parmesan","Garlic Parmesan, BBQ, Hot Honey"
24-2,2024-07-24,Brisket,Cheddar,Cheesy Garlic Bread,"Onions, Corn, Breadcrumbs",Garlic Parmesan
24-3,2024-07-24,Pulled Pork,Melted Cheddar,Cheesy Garlic Bread,"Onions, Bell Peppers, Breadcrumbs, Mushrooms",Garlic Parmesan
24-4,2024-07-24,Brisket,Cheddar,Garlic Bread,"Corn, Bell Peppers, Mushrooms",BBQ
24-6,2024-07-24,Ham,Cheddar,NA,"Tomatoes, Broccoli, Onions, Bell Peppers, Parmesan, Mushrooms",NA
24-10,2024-07-24,"Grilled Chicken, Ham",Cheddar,NA,"Corn, Breadcrumbs, Tomatoes, Onions, Jalapenos, Bell Peppers, Parmesan, Mushrooms","Buffalo, Hot Honey"
24-9,2024-07-24,Grilled Chicken,Cheddar,Garlic Bread,"Onions, Parmesan, Breadcrumbs",BBQ
24-8,2024-07-24,NA,"MIX, Cheddar",Any Bag Of Chips,"Breadcrumbs, Tomatoes, Broccoli, Onions, Bell Peppers, Parmesan, Mushrooms",NA
24-14,2024-07-24,Brisket,"Pepper Jack, Alfredo",Cheesy Garlic Bread,"Onions, Breadcrumbs, Jalapenos","Garlic Parmesan, Hot Honey"
24-12,2024-07-24,"Grilled Chicken, Brisket","MIX, Cheddar, Pepper Jack",NA,"Corn, Onions, Jalapenos, Bell Peppers, Parmesan, Mushrooms",Pesto
24-15,2024-07-24,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Parmesan, Broccoli",Pesto
24-16,2024-07-24,"Grilled Chicken, Brisket",Alfredo,NA,"Parmesan, Broccoli, Breadcrumbs","Buffalo, Ranch"
24-17,2024-07-24,"Grilled Chicken, Brisket",Cheddar,NA,"Corn, Tomatoes, Broccoli, Onions, Bell Peppers, Mushrooms","Buffalo, BBQ"
24-20,2024-07-24,Brisket,MIX,NA,"Corn, Broccoli, Onions, Jalapenos, Mushrooms","Garlic Parmesan, BBQ"
24-19,2024-07-24,NA,MIX,NA,"Jalapenos, Parmesan, Breadcrumbs, Mushrooms",Garlic Parmesan
24-21,2024-07-24,"Grilled Chicken, Brisket",Alfredo,NA,"Corn, Tomatoes, Broccoli, Onions, Jalapenos, Bell Peppers, Parmesan, Pineapple, Mushrooms","Pesto, Garlic Parmesan"
24-23,2024-07-24,Bacon,MIX,Cheesy Garlic Bread,"Onions, Parmesan, Breadcrumbs","Pesto, Ranch, Garlic Parmesan"
24-24,2024-07-24,Grilled Chicken,MIX,NA,"Onions, Parmesan, Breadcrumbs","Pesto, Ranch, Garlic Parmesan"
24-26,2024-07-24,Bacon,"MIX, Cheddar",NA,NA,NA
24-25,2024-07-24,"Ham, Brisket","Cheddar, Melted Pepper Jack",NA,"Breadcrumbs, Tomatoes, Jalapenos, Bell Peppers, Parmesan, Mushrooms","Buffalo, BBQ"
24-27,2024-07-24,Grilled Chicken,MIX,Cheesy Garlic Bread,"Onions, Bell Peppers, Jalapenos",Ranch
24-29,2024-07-24,Bacon,Pepper Jack,NA,"Onions, Breadcrumbs, Jalapenos, Mushrooms",Pesto
24-28,2024-07-24,Grilled Chicken,Cheddar,NA,"Parmesan, Corn, Breadcrumbs, Mushrooms",NA
24-30,2024-07-24,"Pulled Pork, Grilled Chicken, Ham","Cheddar, Alfredo",NA,"Corn, Tomatoes, Broccoli, Jalapenos, Onions, Bell Peppers, Parmesan, Mushrooms","Pesto, BBQ"
24-32,2024-07-24,Pulled Pork,Cheddar,NA,"Broccoli, Breadcrumbs",BBQ
24-34,2024-07-24,Brisket,Cheddar,NA,"Onions, Corn, Breadcrumbs, Mushrooms",Hot Honey
24-35,2024-07-24,Brisket,Cheddar,NA,"Jalapenos, Corn, Broccoli, Tomatoes",BBQ
24-37,2024-07-24,Brisket,MIX,NA,"Onions, Corn, Breadcrumbs, Jalapenos",Buffalo
24-36,2024-07-24,NA,Cheddar,Any Bag Of Chips,"Parmesan, Broccoli, Breadcrumbs",Garlic Parmesan
24-39,2024-07-24,"Bacon, Pulled Pork, Ham","Cheddar, Pepper Jack",NA,"Onions, Corn, Parmesan, Bell Peppers","Buffalo, Ranch, BBQ"
24-40,2024-07-24,NA,"MIX, Cheddar",NA,"Parmesan, Breadcrumbs",Garlic Parmesan
24-41,2024-07-24,NA,"Pepper Jack Mac, Melted Cheddar",NA,Jalapenos,NA
24-42,2024-07-24,Bacon,MIX,Garlic Bread,"Corn, Tomatoes, Broccoli, Onions, Bell Peppers, Mushrooms",Garlic Parmesan
24-43,2024-07-24,Brisket,Pepper Jack,Cheesy Garlic Bread,"Jalapenos, Breadcrumbs",Buffalo
24-44,2024-07-24,Brisket,Cheddar,NA,"Parmesan, Breadcrumbs",Garlic Parmesan
24-45,2024-07-24,Grilled Chicken,Pepper Jack,Cheesy Garlic Bread,"Breadcrumbs, Tomatoes, Broccoli, Bell Peppers, Parmesan, Mushrooms","Pesto, Garlic Parmesan"
24-46,2024-07-24,Brisket,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Broccoli, Onions, Parmesan, Mushrooms","Garlic Parmesan, BBQ"
24-47,2024-07-24,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Onions, Jalapenos, Bell Peppers, Parmesan, Mushrooms",Garlic Parmesan
24-48,2024-07-24,Brisket,Cheddar,NA,"Onions, Parmesan, Breadcrumbs, Mushrooms",Garlic Parmesan
24-49,2024-07-24,Pulled Pork,Alfredo,Cheesy Garlic Bread,"Onions, Corn, Parmesan, Tomatoes","Pesto, Hot Honey"
24-50,2024-07-24,Grilled Chicken,Cheddar,NA,"Jalapenos, Parmesan, Broccoli, Mushrooms",Garlic Parmesan
24-51,2024-07-24,Grilled Chicken,Cheddar,NA,Broccoli,NA
24-52,2024-07-24,Grilled Chicken,Pepper Jack,NA,"Onions, Corn, Breadcrumbs, Mushrooms",Garlic Parmesan
24-53,2024-07-24,"Pulled Pork, Brisket",Cheddar,"Any Bag Of Chips, Cheesy Garlic Bread","Parmesan, Broccoli, Breadcrumbs","Ranch, BBQ"
24-54,2024-07-24,Brisket,"Pepper Jack Mac, Cheddar, Melted Pepper Jack","Cheesecake, Cheesy Garlic Bread","Onions, Breadcrumbs",BBQ
24-57,2024-07-24,"Pulled Pork, Brisket",Cheddar,"Garlic Bread, Any Bag Of Chips","Broccoli, Breadcrumbs","Ranch, BBQ"
24-58,2024-07-24,Ham,Cheddar,Cheesy Garlic Bread,"Parmesan, Corn",NA
24-59,2024-07-24,Brisket,Cheddar,NA,"Corn, Tomatoes, Broccoli, Onions, Jalapenos, Bell Peppers, Parmesan",Hot Honey
24-61,2024-07-24,"Bacon, Grilled Chicken",Cheddar,NA,"Breadcrumbs, Tomatoes",Garlic Parmesan
24-63,2024-07-24,"Bacon, Grilled Chicken, Brisket","Cheddar, Pepper Jack",NA,"Onions, Parmesan, Jalapenos","Buffalo, Garlic Parmesan, Hot Honey"
24-62,2024-07-24,Ham,"Melted Cheddar, Cheddar Mac, Alfredo Mac",Cheesy Garlic Bread,"Parmesan, Mushrooms",NA
24-64,2024-07-24,"Grilled Chicken, Brisket","MIX, Cheddar",Cheesy Garlic Bread,"Breadcrumbs, Tomatoes, Broccoli, Onions, Jalapenos, Bell Peppers, Parmesan, Pineapple, Mushrooms","Buffalo, Pesto, BBQ"
24-65,2024-07-24,NA,Alfredo,NA,"Parmesan, Breadcrumbs",Garlic Parmesan
24-66,2024-07-24,Grilled Chicken,"MIX, Cheddar",NA,"Corn, Broccoli, Breadcrumbs",BBQ
24-67,2024-07-24,"Bacon, Ham, Brisket",Alfredo,NA,"Breadcrumbs, Broccoli, Onions, Jalapenos, Bell Peppers, Parmesan, Pineapple","Ranch, Garlic Parmesan"
24-68,2024-07-24,Grilled Chicken,MIX,Cheesy Garlic Bread,"Corn, Breadcrumbs, Onions, Parmesan, Pineapple","Garlic Parmesan, BBQ"
24-69,2024-07-24,"Bacon, Grilled Chicken",MIX,NA,"Parmesan, Corn, Breadcrumbs","Ranch, Garlic Parmesan"
24-70,2024-07-24,NA,Alfredo,NA,Broccoli,NA
24-71,2024-07-24,Grilled Chicken,"Cheddar, Alfredo",Cheesy Garlic Bread,"Broccoli, Breadcrumbs","Garlic Parmesan, BBQ"
25-1,2024-07-25,Brisket,Cheddar,NA,"Parmesan, Breadcrumbs",Ranch
25-3,2024-07-25,"Grilled Chicken, Ham, Pulled Pork","MIX, Alfredo","Garlic Bread, Any Bag Of Chips","Parmesan, Breadcrumbs, Mushrooms",Garlic Parmesan
25-4,2024-07-25,Grilled Chicken,Alfredo,"Garlic Bread, Cheesy Garlic Bread","Parmesan, Broccoli, Breadcrumbs","Pesto, Ranch, Garlic Parmesan"
25-5,2024-07-25,NA,MIX,Cheesy Garlic Bread,"Tomatoes, Broccoli, Jalapenos, Parmesan, Pineapple, Mushrooms",NA
25-6,2024-07-25,Brisket,Cheddar,NA,Corn,BBQ
25-7,2024-07-25,"Grilled Chicken, Pulled Pork",Cheddar,NA,Tomatoes,"Ranch, Hot Honey"
25-8,2024-07-25,"Bacon, Ham, Brisket","Cheddar, Alfredo",NA,"Corn, Tomatoes, Broccoli, Onions, Mushrooms",NA
25-9,2024-07-25,"Grilled Chicken, Brisket","Cheddar, Alfredo",Cheesy Garlic Bread,"Breadcrumbs, Tomatoes, Broccoli, Onions, Jalapenos","Garlic Parmesan, BBQ"
25-10,2024-07-25,Grilled Chicken,Pepper Jack,Garlic Bread,Tomatoes,NA
25-12,2024-07-25,Brisket,Cheddar,Cheesy Garlic Bread,"Broccoli, Breadcrumbs",Pesto
25-15,2024-07-25,"Grilled Chicken, Brisket",Cheddar,NA,"Jalapenos, Corn, Bell Peppers","Garlic Parmesan, BBQ"
25-14,2024-07-25,Bacon,Cheddar,NA,"Parmesan, Broccoli, Breadcrumbs",NA
25-13,2024-07-25,Brisket,MIX,NA,"Jalapenos, Parmesan, Breadcrumbs",Hot Honey
25-16,2024-07-25,Grilled Chicken,Alfredo,NA,"Onions, Corn, Broccoli, Bell Peppers",Pesto
25-17,2024-07-25,"Bacon, Ham, Pulled Pork","Cheddar, Alfredo","Any Bag Of Chips, Cheesy Garlic Bread","Onions, Parmesan, Breadcrumbs, Jalapenos","Buffalo, BBQ, Hot Honey"
25-20,2024-07-25,Pulled Pork,Cheddar,NA,NA,"BBQ, Hot Honey"
25-19,2024-07-25,"Pulled Pork, Brisket",Cheddar,Garlic Bread,"Onions, Parmesan, Breadcrumbs, Jalapenos",Hot Honey
25-21,2024-07-25,Bacon,Cheddar,NA,"Parmesan, Corn",Garlic Parmesan
25-18,2024-07-25,"Bacon, Ham, Grilled Chicken, Pulled Pork, Brisket","Cheddar, Pepper Jack, Alfredo",NA,"Corn, Breadcrumbs, Tomatoes, Broccoli, Jalapenos, Onions, Bell Peppers, Parmesan, Pineapple, Mushrooms",NA
25-22,2024-07-25,NA,Cheddar,NA,"Parmesan, Breadcrumbs",NA
25-25,2024-07-25,Bacon,Cheddar,Cheesy Garlic Bread,NA,NA
25-23,2024-07-25,NA,Cheddar,NA,NA,NA
25-24,2024-07-25,NA,NA,Side Mac,NA,NA
25-27,2024-07-25,Brisket,Cheddar,Side Mac,"Jalapenos, Corn, Mushrooms",Garlic Parmesan
25-28,2024-07-25,NA,MIX,"Garlic Bread, Cheesy Garlic Bread","Parmesan, Breadcrumbs",Garlic Parmesan
25-29,2024-07-25,Pulled Pork,Cheddar,NA,"Parmesan, Breadcrumbs",BBQ
25-30,2024-07-25,"Bacon, Brisket",Pepper Jack,NA,Parmesan,NA
25-26,2024-07-25,"Bacon, Ham, Brisket","MIX, Cheddar",Cheesy Garlic Bread,"Corn, Breadcrumbs, Tomatoes, Bell Peppers, Parmesan","Garlic Parmesan, Hot Honey"
25-32,2024-07-25,Brisket,Cheddar,Cheesy Garlic Bread,Broccoli,BBQ
25-34,2024-07-25,NA,"Cheddar Mac, Melted Pepper Jack",NA,"Onions, Corn, Jalapenos, Parmesan","Garlic Parmesan, Hot Honey"
25-36,2024-07-25,"Bacon, Pulled Pork, Brisket","Melted Cheddar, Cheddar",Cheesy Garlic Bread,"Parmesan, Bell Peppers, Tomatoes","Garlic Parmesan, BBQ, Hot Honey"
25-37,2024-07-25,"Bacon, Ham",Cheddar,"Side Mac, Cheesy Garlic Bread","Corn, Tomatoes, Broccoli, Onions, Bell Peppers, Parmesan, Mushrooms",Buffalo
25-38,2024-07-25,Brisket,"MIX, Cheddar",Cheesy Garlic Bread,"Parmesan, Breadcrumbs, Mushrooms","Garlic Parmesan, BBQ, Hot Honey"
25-39,2024-07-25,Grilled Chicken,Alfredo,Garlic Bread,Broccoli,Ranch
25-40,2024-07-25,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",BBQ
25-41,2024-07-25,Pulled Pork,MIX,NA,"Onions, Corn, Tomatoes",Ranch
25-42,2024-07-25,Grilled Chicken,Cheddar,NA,"Parmesan, Corn, Bell Peppers, Breadcrumbs",NA
25-43,2024-07-25,Grilled Chicken,MIX,Cheesecake,"Broccoli, Breadcrumbs",Garlic Parmesan
25-45,2024-07-25,Grilled Chicken,Cheddar,NA,Mushrooms,Buffalo
25-47,2024-07-25,Bacon,Cheddar,NA,Breadcrumbs,Ranch
25-46,2024-07-25,Bacon,Cheddar,NA,NA,Ranch
25-48,2024-07-25,Bacon,Cheddar,NA,Breadcrumbs,Ranch
25-50,2024-07-25,"Bacon, Grilled Chicken",Cheddar,NA,"Broccoli, Breadcrumbs, Mushrooms","Pesto, Garlic Parmesan"
25-49,2024-07-25,Brisket,Cheddar,Cheesecake,"Onions, Parmesan, Bell Peppers, Tomatoes",Buffalo
25-52,2024-07-25,Bacon,"Melted Cheddar, Cheddar Mac",Any Bag Of Chips,NA,BBQ
25-53,2024-07-25,Pulled Pork,"Melted Cheddar, Cheddar",Any Bag Of Chips,NA,BBQ
25-54,2024-07-25,Brisket,Alfredo,Cheesecake,Parmesan,NA
25-56,2024-07-25,Bacon,Cheddar,Garlic Bread,NA,Garlic Parmesan
25-55,2024-07-25,Grilled Chicken,Alfredo,Cheesy Garlic Bread,Parmesan,Garlic Parmesan
25-57,2024-07-25,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Parmesan, Broccoli, Breadcrumbs",NA
25-58,2024-07-25,Grilled Chicken,"MIX, Cheddar","Garlic Bread, Cheesy Garlic Bread","Onions, Parmesan, Breadcrumbs","Buffalo, BBQ"
25-61,2024-07-25,"Bacon, Brisket",MIX,Cheesy Garlic Bread,"Jalapenos, Parmesan, Breadcrumbs",Garlic Parmesan
25-62,2024-07-25,"Bacon, Brisket",MIX,Cheesy Garlic Bread,"Corn, Breadcrumbs, Onions, Jalapenos, Bell Peppers, Parmesan",Garlic Parmesan
25-64,2024-07-25,Grilled Chicken,Cheddar,NA,"Onions, Corn, Breadcrumbs",Garlic Parmesan
25-65,2024-07-25,"Ham, Brisket","Cheddar, Alfredo",Garlic Bread,"Onions, Broccoli, Mushrooms, Tomatoes",Garlic Parmesan
25-63,2024-07-25,"Bacon, Grilled Chicken",MIX,NA,"Parmesan, Breadcrumbs","Pesto, Ranch"
25-67,2024-07-25,Brisket,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs",Garlic Parmesan
25-66,2024-07-25,"Bacon, Grilled Chicken",MIX,Cheesy Garlic Bread,"Parmesan, Broccoli, Breadcrumbs, Mushrooms","Pesto, Garlic Parmesan"
25-69,2024-07-25,"Bacon, Brisket","MIX, Cheddar",Cheesy Garlic Bread,"Broccoli, Onions, Jalapenos, Parmesan, Mushrooms","Buffalo, BBQ"
25-68,2024-07-25,Grilled Chicken,"Cheddar, Alfredo",Cheesy Garlic Bread,"Corn, Parmesan, Broccoli, Bell Peppers",Garlic Parmesan
25-70,2024-07-25,Bacon,Cheddar,NA,"Parmesan, Broccoli, Breadcrumbs",Garlic Parmesan
25-71,2024-07-25,"Grilled Chicken, Brisket",Alfredo,NA,Mushrooms,NA
25-73,2024-07-25,"Bacon, Grilled Chicken, Brisket",Pepper Jack,NA,"Corn, Breadcrumbs, Jalapenos, Bell Peppers, Parmesan","Buffalo, Ranch, BBQ"
25-75,2024-07-25,Brisket,Pepper Jack,NA,NA,BBQ
26-3,2024-07-26,Grilled Chicken,Alfredo,NA,Parmesan,Garlic Parmesan
26-2,2024-07-26,Brisket,Alfredo,Garlic Bread,"Corn, Tomatoes, Broccoli, Onions, Bell Peppers, Mushrooms",Hot Honey
26-5,2024-07-26,Ham,Pepper Jack,NA,"Onions, Broccoli, Jalapenos, Tomatoes",Pesto
26-7,2024-07-26,Ham,MIX,"Garlic Bread, Cheesy Garlic Bread","Broccoli, Breadcrumbs, Mushrooms",Garlic Parmesan
26-6,2024-07-26,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Jalapenos, Corn, Broccoli, Bell Peppers",BBQ
26-9,2024-07-26,Brisket,Cheddar,Cheesy Garlic Bread,"Onions, Corn, Jalapenos",NA
26-10,2024-07-26,Brisket,Pepper Jack,Cheesy Garlic Bread,"Corn, Breadcrumbs, Broccoli, Jalapenos, Bell Peppers, Parmesan, Mushrooms",BBQ
26-8,2024-07-26,"Pulled Pork, Brisket",Pepper Jack,Cheesy Garlic Bread,"Onions, Parmesan, Breadcrumbs, Jalapenos",NA
26-11,2024-07-26,Brisket,Cheddar,NA,"Corn, Breadcrumbs, Jalapenos, Bell Peppers, Parmesan, Mushrooms","Ranch, BBQ"
26-12,2024-07-26,"Bacon, Brisket","Cheddar, Melted Pepper Jack",Garlic Bread,Parmesan,"BBQ, Hot Honey"
26-13,2024-07-26,Grilled Chicken,Cheddar,NA,"Broccoli, Mushrooms",Buffalo
26-14,2024-07-26,"Bacon, Brisket",Cheddar,NA,"Jalapenos, Parmesan, Breadcrumbs",Garlic Parmesan
26-15,2024-07-26,"Bacon, Grilled Chicken, Pulled Pork",Cheddar,Any Bag Of Chips,"Parmesan, Broccoli, Breadcrumbs",NA
26-16,2024-07-26,Grilled Chicken,"MIX, Alfredo",Any Bag Of Chips,"Parmesan, Breadcrumbs, Mushrooms",NA
26-17,2024-07-26,"Grilled Chicken, Ham",Pepper Jack,NA,"Corn, Breadcrumbs, Tomatoes, Onions, Jalapenos, Bell Peppers, Parmesan, Mushrooms","Buffalo, Garlic Parmesan, Hot Honey"
26-21,2024-07-26,Grilled Chicken,Alfredo,NA,"Parmesan, Corn, Broccoli, Breadcrumbs",Pesto
26-22,2024-07-26,Brisket,Cheddar,NA,"Corn, Tomatoes, Onions, Jalapenos, Bell Peppers, Parmesan",Garlic Parmesan
26-18,2024-07-26,Bacon,Cheddar,Garlic Bread,"Parmesan, Bell Peppers, Tomatoes",Garlic Parmesan
26-20,2024-07-26,"Grilled Chicken, Ham",Cheddar,Garlic Bread,"Mushrooms, Tomatoes",BBQ
26-23,2024-07-26,Brisket,MIX,NA,"Onions, Parmesan, Bell Peppers, Breadcrumbs",Ranch
26-27,2024-07-26,Grilled Chicken,Pepper Jack,NA,"Corn, Breadcrumbs, Onions, Jalapenos, Mushrooms","Buffalo, Hot Honey"
26-25,2024-07-26,Brisket,Cheddar,NA,"Parmesan, Corn","Garlic Parmesan, Hot Honey"
26-24,2024-07-26,"Grilled Chicken, Brisket",Alfredo,NA,"Parmesan, Breadcrumbs","Buffalo, Ranch, BBQ"
26-26,2024-07-26,Brisket,Pepper Jack,NA,"Onions, Corn, Mushrooms, Tomatoes","Garlic Parmesan, BBQ"
26-28,2024-07-26,"Grilled Chicken, Brisket",Cheddar,Cheesy Garlic Bread,Breadcrumbs,"Ranch, BBQ"
26-29,2024-07-26,NA,Cheddar,Cheesy Garlic Bread,"Corn, Broccoli, Onions, Jalapenos, Bell Peppers, Mushrooms",Hot Honey
26-30,2024-07-26,"Bacon, Grilled Chicken",MIX,Garlic Bread,"Onions, Bell Peppers, Breadcrumbs, Jalapenos",Ranch
26-31,2024-07-26,"Bacon, Brisket",Cheddar,NA,Breadcrumbs,Buffalo
26-32,2024-07-26,NA,Cheddar,NA,NA,Buffalo
26-33,2024-07-26,"Bacon, Grilled Chicken","Melted Cheddar, Cheddar","Side Mac, Cheesy Garlic Bread","Parmesan, Breadcrumbs",Buffalo
26-36,2024-07-26,"Grilled Chicken, Ham",Alfredo,NA,"Parmesan, Breadcrumbs, Tomatoes",NA
26-39,2024-07-26,"Bacon, Ham",MIX,NA,Parmesan,NA
26-38,2024-07-26,Ham,MIX,Cheesy Garlic Bread,"Parmesan, Broccoli",Garlic Parmesan
26-37,2024-07-26,Grilled Chicken,Cheddar,Garlic Bread,Mushrooms,Buffalo
26-40,2024-07-26,NA,MIX,NA,NA,NA
26-42,2024-07-26,"Bacon, Brisket",MIX,NA,"Jalapenos, Breadcrumbs",Hot Honey
26-43,2024-07-26,"Grilled Chicken, Brisket",MIX,NA,"Corn, Tomatoes","Buffalo, Hot Honey"
26-44,2024-07-26,Brisket,Pepper Jack,NA,"Onions, Bell Peppers, Breadcrumbs, Mushrooms",BBQ
26-45,2024-07-26,Grilled Chicken,"Melted Cheddar, Cheddar Mac",NA,Tomatoes,NA
26-47,2024-07-26,"Bacon, Pulled Pork",MIX,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Hot Honey
26-48,2024-07-26,Grilled Chicken,Cheddar,NA,NA,NA
26-49,2024-07-26,Bacon,"Melted Cheddar, Cheddar Mac",Cheesy Garlic Bread,Jalapenos,Buffalo
26-52,2024-07-26,Brisket,Melted Cheddar,NA,Onions,Garlic Parmesan
26-53,2024-07-26,Brisket,Cheddar,Cheesy Garlic Bread,"Onions, Parmesan, Breadcrumbs",Hot Honey
26-55,2024-07-26,Brisket,Pepper Jack,Cheesy Garlic Bread,"Onions, Parmesan",Buffalo
26-57,2024-07-26,"Bacon, Brisket",Cheddar,NA,"Breadcrumbs, Onions, Jalapenos, Bell Peppers, Parmesan",Garlic Parmesan
26-59,2024-07-26,"Grilled Chicken, Brisket",Pepper Jack,"Garlic Bread, Any Bag Of Chips","Corn, Tomatoes, Broccoli, Onions, Jalapenos, Bell Peppers","Buffalo, Hot Honey"
26-61,2024-07-26,Grilled Chicken,Pepper Jack,NA,"Parmesan, Broccoli, Breadcrumbs",Ranch
26-62,2024-07-26,Grilled Chicken,Cheddar,Cheesy Garlic Bread,Parmesan,"Buffalo, Ranch, Garlic Parmesan"
26-63,2024-07-26,Brisket,Cheddar,NA,"Onions, Corn, Broccoli, Bell Peppers","Ranch, BBQ"
26-64,2024-07-26,NA,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Buffalo
26-68,2024-07-26,"Grilled Chicken, Brisket",Cheddar,Cheesy Garlic Bread,"Parmesan, Corn, Breadcrumbs","Ranch, BBQ"
26-69,2024-07-26,Brisket,Cheddar,NA,"Breadcrumbs, Broccoli, Onions, Parmesan, Mushrooms","Garlic Parmesan, BBQ"
26-71,2024-07-26,"Bacon, Brisket","Cheddar, Pepper Jack",Garlic Bread,"Onions, Corn, Breadcrumbs",BBQ
26-70,2024-07-26,"Bacon, Pulled Pork, Brisket","Melted Cheddar, Cheddar, Cheddar Mac",Cheesy Garlic Bread,"Corn, Parmesan, Broccoli, Mushrooms",BBQ
26-72,2024-07-26,Grilled Chicken,MIX,NA,"Breadcrumbs, Tomatoes, Onions, Bell Peppers, Parmesan","Pesto, Garlic Parmesan"
26-73,2024-07-26,Brisket,Pepper Jack,NA,"Bell Peppers, Parmesan, Broccoli, Mushrooms",Buffalo
26-74,2024-07-26,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Parmesan, Corn, Bell Peppers, Breadcrumbs",Garlic Parmesan
26-75,2024-07-26,"Bacon, Brisket",Pepper Jack,Cheesy Garlic Bread,NA,NA
26-76,2024-07-26,Grilled Chicken,Alfredo,Cheesy Garlic Bread,NA,NA
26-77,2024-07-26,"Bacon, Grilled Chicken",MIX,NA,Parmesan,NA
26-79,2024-07-26,Brisket,Cheddar,NA,"Breadcrumbs, Broccoli, Onions, Jalapenos, Bell Peppers","Garlic Parmesan, Hot Honey"
26-78,2024-07-26,"Grilled Chicken, Brisket","Cheddar Mac, Cheddar, Melted Pepper Jack","Garlic Bread, Cheesecake, Cheesy Garlic Bread","Onions, Broccoli, Jalapenos, Mushrooms","Ranch, Garlic Parmesan"
26-80,2024-07-26,"Bacon, Brisket","Alfredo, Pepper Jack",NA,"Onions, Parmesan, Broccoli, Mushrooms","Buffalo, Garlic Parmesan"
26-81,2024-07-26,Bacon,Cheddar,NA,NA,NA
26-82,2024-07-26,Brisket,MIX,Cheesecake,NA,Garlic Parmesan
26-84,2024-07-26,Brisket,Pepper Jack,NA,Jalapenos,BBQ
26-83,2024-07-26,"Ham, Brisket","MIX, Cheddar","Garlic Bread, Any Bag Of Chips, Cheesy Garlic Bread","Breadcrumbs, Tomatoes, Broccoli, Onions, Jalapenos, Parmesan",Garlic Parmesan
