order number,date,meat,cheese,sides,toppings,sauce
25-402,2024-04-25,Grilled Chicken,Pepper Jack,NA,"Onions, Mushrooms, Corn, Parmesan","Garlic Parmesan, Hot Honey"
25-403,2024-04-25,"Bacon, Grilled Chicken",Cheddar,NA,Parmesan,"Hot Honey, BBQ"
25-404,2024-04-25,Brisket,Pepper Jack,Cheesy Garlic Bread,"Parmesan, Jalapenos, Breadcrumbs","Buffalo, Ranch"
25-405,2024-04-25,Brisket,Alfredo,NA,"Parmesan, Breadcrumbs",Ranch
25-408,2024-04-25,"Brisket, Bacon",Cheddar,NA,"Mushrooms, Parmesan, Breadcrumbs, Corn, Tomatoes","Pesto, BBQ"
25-407,2024-04-25,Bacon,Alfredo,NA,"Parmesan, Breadcrumbs, Onions, Bell Peppers, Tomatoes",BBQ
25-410,2024-04-25,NA,NA,Side Mac,NA,NA
25-406,2024-04-25,NA,"Cheddar, Alfredo",NA,"Broccoli, Parmesan, Breadcrumbs","Pesto, Garlic Parmesan"
25-409,2024-04-25,NA,Cheddar,NA,"Parmesan, Jalapenos",NA
25-411,2024-04-25,Brisket,Cheddar,Cheesy Garlic Bread,"Onions, Parmesan, Breadcrumbs",BBQ
25-412,2024-04-25,Brisket,Cheddar,Cheesy Garlic Bread,"Parmesan, Mushrooms, Jalapenos, Breadcrumbs","Hot Honey, Garlic Parmesan, BBQ"
25-413,2024-04-25,"Bacon, Grilled Chicken",Cheddar,"Garlic Bread, Cheesy Garlic Bread","Onions, Corn, Breadcrumbs","Buffalo, Ranch, Garlic Parmesan"
25-415,2024-04-25,Ham,Cheddar,NA,"Broccoli, Breadcrumbs, Parmesan, Tomatoes",Garlic Parmesan
25-416,2024-04-25,Grilled Chicken,"Melted Parmesan, Cheddar Mac",Garlic Bread,"Onions, Corn",NA
25-417,2024-04-25,Grilled Chicken,Cheddar,NA,Parmesan,Garlic Parmesan
25-419,2024-04-25,Pulled Pork,Cheddar,NA,"Parmesan, Corn, Breadcrumbs",Buffalo
25-418,2024-04-25,Bacon,Cheddar,Cheesy Garlic Bread,"Mushrooms, Parmesan, Jalapenos, Breadcrumbs, Onions, Bell Peppers, Corn, Tomatoes",BBQ
25-420,2024-04-25,Bacon,Alfredo,Cheesy Garlic Bread,"Onions, Breadcrumbs, Parmesan, Tomatoes","Garlic Parmesan, Hot Honey"
25-421,2024-04-25,NA,Cheddar,NA,"Parmesan, Breadcrumbs, Bell Peppers, Pineapple, Corn","Hot Honey, Garlic Parmesan, BBQ"
25-422,2024-04-25,Grilled Chicken,Alfredo,NA,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Bell Peppers, Onions, Corn, Tomatoes",NA
25-423,2024-04-25,"Bacon, Grilled Chicken",Pepper Jack,Cheesy Garlic Bread,"Breadcrumbs, Parmesan, Tomatoes","Ranch, Garlic Parmesan"
25-424,2024-04-25,Ham,Alfredo,Cheesy Garlic Bread,"Onions, Bell Peppers, Parmesan, Tomatoes",Hot Honey
25-426,2024-04-25,Bacon,Alfredo,NA,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Onions, Corn","Pesto, Garlic Parmesan"
25-425,2024-04-25,Grilled Chicken,Alfredo,NA,"Parmesan, Tomatoes",Garlic Parmesan
25-427,2024-04-25,Grilled Chicken,Cheddar,NA,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Onions, Corn",Garlic Parmesan
25-429,2024-04-25,"Bacon, Pulled Pork",Cheddar,NA,"Broccoli, Parmesan, Corn","Buffalo, Garlic Parmesan"
25-428,2024-04-25,"Bacon, Grilled Chicken",Cheddar,Cheesy Garlic Bread,"Broccoli, Parmesan, Jalapenos, Breadcrumbs","Buffalo, Garlic Parmesan"
25-430,2024-04-25,Grilled Chicken,Pepper Jack,NA,"Pineapple, Breadcrumbs","Hot Honey, BBQ"
25-432,2024-04-25,Pulled Pork,Cheddar,NA,"Onions, Breadcrumbs, Jalapenos, Tomatoes","Ranch, BBQ"
25-436,2024-04-25,Grilled Chicken,Pepper Jack,NA,"Breadcrumbs, Parmesan, Corn, Jalapenos","Hot Honey, Ranch, BBQ"
25-435,2024-04-25,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Pineapple, Mushrooms, Tomatoes",NA
25-437,2024-04-25,Pulled Pork,"Pepper Jack, Alfredo",NA,"Mushrooms, Breadcrumbs, Onions, Bell Peppers, Broccoli, Tomatoes",Pesto
25-439,2024-04-25,Bacon,Alfredo,NA,NA,NA
25-440,2024-04-25,Grilled Chicken,Alfredo,NA,"Parmesan, Breadcrumbs",NA
25-442,2024-04-25,Pulled Pork,Cheddar,Cheesy Garlic Bread,"Broccoli, Breadcrumbs, Onions",BBQ
25-441,2024-04-25,Grilled Chicken,"Melted Cheddar, Cheddar Mac",NA,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Bell Peppers, Onions","Buffalo, Pesto, Hot Honey, Garlic Parmesan, Ranch, BBQ"
25-444,2024-04-25,Pulled Pork,Alfredo,NA,"Parmesan, Breadcrumbs","Buffalo, BBQ"
25-445,2024-04-25,Grilled Chicken,Pepper Jack,NA,"Onions, Breadcrumbs, Mushrooms, Parmesan",Garlic Parmesan
25-446,2024-04-25,Grilled Chicken,Cheddar,Garlic Bread,Parmesan,NA
25-448,2024-04-25,"Bacon, Grilled Chicken",Alfredo,Cheesy Garlic Bread,"Onions, Breadcrumbs, Parmesan, Tomatoes","Pesto, Garlic Parmesan"
25-451,2024-04-25,Pulled Pork,Alfredo,NA,"Bell Peppers, Jalapenos",BBQ
25-452,2024-04-25,Grilled Chicken,Cheddar,Garlic Bread,"Mushrooms, Jalapenos, Breadcrumbs, Broccoli, Bell Peppers",Buffalo
25-450,2024-04-25,Pulled Pork,Alfredo,NA,"Mushrooms, Jalapenos, Breadcrumbs, Bell Peppers, Tomatoes","Pesto, Garlic Parmesan"
25-453,2024-04-25,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Mushrooms, Parmesan, Breadcrumbs, Onions, Bell Peppers","Garlic Parmesan, Hot Honey"
25-454,2024-04-25,Bacon,Cheddar,Garlic Bread,Mushrooms,Garlic Parmesan
25-457,2024-04-25,Pulled Pork,"Melted Pepper Jack, Pepper Jack Mac",NA,"Mushrooms, Parmesan, Breadcrumbs, Bell Peppers, Tomatoes",Garlic Parmesan
25-459,2024-04-25,Grilled Chicken,Cheddar,NA,"Broccoli, Breadcrumbs, Mushrooms, Parmesan",NA
25-461,2024-04-25,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs, Broccoli, Bell Peppers, Onions, Tomatoes",Pesto
25-462,2024-04-25,Pulled Pork,Cheddar,Cheesy Garlic Bread,Parmesan,Garlic Parmesan
25-463,2024-04-25,Ham,Melted Pepper Jack,Cheesy Garlic Bread,"Parmesan, Mushrooms, Breadcrumbs","Ranch, Garlic Parmesan, Hot Honey"
25-464,2024-04-25,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Broccoli, Parmesan, Breadcrumbs",NA
25-465,2024-04-25,"Bacon, Pulled Pork",Cheddar,Cheesecake,"Parmesan, Breadcrumbs","Pesto, Garlic Parmesan"
25-466,2024-04-25,"Bacon, Pulled Pork",Cheddar,Garlic Bread,"Breadcrumbs, Tomatoes",NA
25-467,2024-04-25,NA,NA,Cheesecake,NA,NA
26-3,2024-04-26,"Bacon, Pulled Pork",Cheddar,NA,"Parmesan, Breadcrumbs",Hot Honey
26-9,2024-04-26,Pulled Pork,Cheddar,Garlic Bread,Broccoli,BBQ
26-7,2024-04-26,Pulled Pork,Alfredo,NA,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Onions, Pineapple, Corn, Tomatoes",Garlic Parmesan
26-10,2024-04-26,Ham,Alfredo,NA,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Corn, Tomatoes",Pesto
26-8,2024-04-26,Bacon,Cheddar,Cheesy Garlic Bread,"Broccoli, Breadcrumbs, Onions",Buffalo
26-12,2024-04-26,NA,Pepper Jack,NA,Parmesan,Buffalo
26-11,2024-04-26,NA,Cheddar,NA,"Broccoli, Parmesan, Breadcrumbs",NA
26-13,2024-04-26,Brisket,Cheddar,NA,"Onions, Mushrooms, Corn",Garlic Parmesan
26-14,2024-04-26,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Breadcrumbs, Parmesan, Tomatoes",Ranch
26-17,2024-04-26,Brisket,Cheddar,NA,"Parmesan, Mushrooms","Pesto, Garlic Parmesan"
26-16,2024-04-26,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Bell Peppers, Tomatoes",Buffalo
26-18,2024-04-26,Grilled Chicken,Pepper Jack,Cheesy Garlic Bread,"Mushrooms, Parmesan, Jalapenos, Breadcrumbs, Onions, Bell Peppers, Tomatoes",Pesto
26-20,2024-04-26,Ham,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs, Broccoli, Onions, Corn",Garlic Parmesan
26-21,2024-04-26,Brisket,Pepper Jack,Garlic Bread,Breadcrumbs,BBQ
26-22,2024-04-26,Pulled Pork,Cheddar,NA,Breadcrumbs,BBQ
26-24,2024-04-26,NA,Cheddar,NA,Parmesan,Buffalo
26-23,2024-04-26,Pulled Pork,Cheddar,NA,Breadcrumbs,NA
26-25,2024-04-26,Pulled Pork,Cheddar,NA,"Onions, Bell Peppers, Parmesan, Breadcrumbs",Hot Honey
26-26,2024-04-26,Brisket,Cheddar,NA,"Parmesan, Mushrooms, Corn, Jalapenos",BBQ
26-27,2024-04-26,Grilled Chicken,Alfredo,NA,"Mushrooms, Parmesan, Jalapenos, Onions, Pineapple","Pesto, BBQ"
26-28,2024-04-26,Pulled Pork,Pepper Jack,NA,"Onions, Corn, Tomatoes",BBQ
26-29,2024-04-26,Grilled Chicken,Cheddar,NA,"Bell Peppers, Breadcrumbs","Buffalo, Ranch"
26-30,2024-04-26,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Broccoli, Breadcrumbs, Corn, Jalapenos",BBQ
26-31,2024-04-26,Grilled Chicken,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs",Hot Honey
26-32,2024-04-26,Grilled Chicken,Pepper Jack,NA,"Jalapenos, Breadcrumbs, Onions, Bell Peppers, Pineapple, Tomatoes",Hot Honey
26-34,2024-04-26,Grilled Chicken,Pepper Jack,NA,"Broccoli, Pineapple, Parmesan, Breadcrumbs",Ranch
26-33,2024-04-26,Brisket,Pepper Jack,NA,"Parmesan, Jalapenos, Breadcrumbs, Broccoli, Onions, Corn",Buffalo
26-35,2024-04-26,"Bacon, Grilled Chicken",Cheddar,Cheesy Garlic Bread,Parmesan,"Ranch, Garlic Parmesan"
26-37,2024-04-26,Ham,Melted Parmesan,Cheesy Garlic Bread,"Onions, Breadcrumbs, Mushrooms, Parmesan","Buffalo, Garlic Parmesan"
26-36,2024-04-26,Brisket,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs, Onions, Bell Peppers, Corn",BBQ
26-38,2024-04-26,Pulled Pork,Cheddar,NA,"Broccoli, Breadcrumbs, Mushrooms, Parmesan",BBQ
26-39,2024-04-26,NA,Cheddar,NA,"Onions, Breadcrumbs, Mushrooms, Parmesan",Garlic Parmesan
26-40,2024-04-26,Brisket,Cheddar,Cheesy Garlic Bread,Broccoli,BBQ
26-41,2024-04-26,Brisket,Melted Pepper Jack,Cheesy Garlic Bread,"Parmesan, Corn, Breadcrumbs",Garlic Parmesan
26-43,2024-04-26,Grilled Chicken,Cheddar,NA,"Broccoli, Parmesan, Breadcrumbs","Buffalo, Garlic Parmesan"
26-44,2024-04-26,Grilled Chicken,Cheddar,Garlic Bread,"Broccoli, Bell Peppers, Parmesan, Breadcrumbs",Garlic Parmesan
26-45,2024-04-26,Grilled Chicken,Pepper Jack,Garlic Bread,"Parmesan, Mushrooms, Jalapenos, Breadcrumbs",Garlic Parmesan
26-46,2024-04-26,NA,Alfredo,NA,"Parmesan, Tomatoes","Pesto, Garlic Parmesan"
26-47,2024-04-26,Brisket,Pepper Jack,NA,Parmesan,Garlic Parmesan
26-48,2024-04-26,"Brisket, Bacon","Cheddar, Pepper Jack",NA,"Parmesan, Mushrooms, Breadcrumbs","Ranch, Garlic Parmesan"
26-49,2024-04-26,NA,Cheddar,NA,"Parmesan, Breadcrumbs",Garlic Parmesan
26-51,2024-04-26,Bacon,Cheddar,NA,"Parmesan, Breadcrumbs",Garlic Parmesan
26-50,2024-04-26,Brisket,Cheddar,Cheesy Garlic Bread,Parmesan,BBQ
26-53,2024-04-26,Brisket,Cheddar,NA,Breadcrumbs,BBQ
26-54,2024-04-26,Grilled Chicken,Pepper Jack,Cheesy Garlic Bread,"Mushrooms, Parmesan, Jalapenos, Breadcrumbs, Broccoli, Onions, Bell Peppers, Corn, Tomatoes",Ranch
26-52,2024-04-26,"Brisket, Grilled Chicken",Pepper Jack,NA,"Onions, Jalapenos",BBQ
26-55,2024-04-26,Brisket,Pepper Jack,Side Mac,Parmesan,BBQ
26-56,2024-04-26,"Brisket, Pulled Pork",Cheddar,NA,"Parmesan, Breadcrumbs","Ranch, Garlic Parmesan"
26-58,2024-04-26,Brisket,Cheddar,NA,Breadcrumbs,BBQ
26-57,2024-04-26,Grilled Chicken,Cheddar,NA,"Broccoli, Parmesan, Breadcrumbs","Ranch, Garlic Parmesan"
26-61,2024-04-26,Brisket,Cheddar,Any Bag Of Chips,"Broccoli, Jalapenos, Breadcrumbs","Buffalo, BBQ"
26-60,2024-04-26,"Grilled Chicken, Pulled Pork","Cheddar, Alfredo",NA,"Broccoli, Bell Peppers, Mushrooms, Breadcrumbs","Pesto, Garlic Parmesan"
26-62,2024-04-26,Grilled Chicken,Cheddar,"Garlic Bread, Cheesecake","Broccoli, Mushrooms, Breadcrumbs",Buffalo
26-63,2024-04-26,Brisket,Cheddar,NA,Parmesan,Buffalo
26-65,2024-04-26,Brisket,Cheddar,NA,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Corn",Garlic Parmesan
26-64,2024-04-26,Brisket,Cheddar,NA,"Broccoli, Corn, Tomatoes",NA
26-67,2024-04-26,"Brisket, Bacon",Cheddar,NA,Breadcrumbs,BBQ
26-69,2024-04-26,Grilled Chicken,Cheddar,NA,"Broccoli, Parmesan, Breadcrumbs",Buffalo
26-68,2024-04-26,"Bacon, Grilled Chicken",Pepper Jack,Garlic Bread,Breadcrumbs,NA
26-66,2024-04-26,Bacon,Alfredo,NA,"Parmesan, Breadcrumbs",Buffalo
26-71,2024-04-26,Brisket,Pepper Jack,Any Bag Of Chips,NA,Garlic Parmesan
26-72,2024-04-26,Brisket,Cheddar,Garlic Bread,Broccoli,Ranch
26-70,2024-04-26,Pulled Pork,Cheddar,NA,"Broccoli, Mushrooms, Breadcrumbs",NA
26-74,2024-04-26,Grilled Chicken,Cheddar,NA,"Broccoli, Mushrooms, Parmesan",Garlic Parmesan
26-75,2024-04-26,"Brisket, Bacon",Melted Cheddar,NA,"Jalapenos, Tomatoes",Hot Honey
26-73,2024-04-26,"Grilled Chicken, Pulled Pork",Cheddar,"Garlic Bread, Cheesy Garlic Bread","Mushrooms, Parmesan, Jalapenos, Breadcrumbs, Onions, Bell Peppers, Pineapple, Corn, Tomatoes","Garlic Parmesan, Buffalo, Ranch, Hot Honey"
26-76,2024-04-26,Brisket,Cheddar,NA,"Broccoli, Bell Peppers, Corn, Onions",Garlic Parmesan
26-77,2024-04-26,Grilled Chicken,Alfredo,NA,Parmesan,NA
26-78,2024-04-26,Brisket,Cheddar,NA,"Breadcrumbs, Tomatoes",Ranch
26-80,2024-04-26,Bacon,Cheddar,Cheesecake,"Onions, Parmesan",Ranch
26-79,2024-04-26,Bacon,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs",NA
26-81,2024-04-26,Pulled Pork,Cheddar,NA,"Parmesan, Breadcrumbs",BBQ
26-82,2024-04-26,"Bacon, Grilled Chicken",Cheddar,NA,"Parmesan, Onions, Pineapple, Corn, Tomatoes",Pesto
26-83,2024-04-26,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Onions, Parmesan, Corn, Jalapenos",Ranch
26-85,2024-04-26,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Onions, Mushrooms, Corn, Parmesan",Pesto
26-84,2024-04-26,"Bacon, Grilled Chicken","Pepper Jack, Alfredo",Cheesy Garlic Bread,"Parmesan, Jalapenos, Breadcrumbs","Buffalo, Garlic Parmesan"
26-86,2024-04-26,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Parmesan, Breadcrumbs","Pesto, Garlic Parmesan"
26-87,2024-04-26,Brisket,Cheddar,NA,"Parmesan, Breadcrumbs",BBQ
26-88,2024-04-26,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Broccoli, Parmesan, Corn, Tomatoes",BBQ
26-89,2024-04-26,Brisket,Cheddar,NA,Parmesan,Buffalo
26-90,2024-04-26,NA,Cheddar,Garlic Bread,"Broccoli, Mushrooms, Breadcrumbs",Garlic Parmesan
26-91,2024-04-26,"Brisket, Grilled Chicken, Bacon, Pulled Pork",Cheddar,Cheesy Garlic Bread,"Onions, Jalapenos, Breadcrumbs","Hot Honey, BBQ"
26-92,2024-04-26,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Parmesan, Corn",Buffalo
26-93,2024-04-26,Grilled Chicken,Alfredo,Cheesy Garlic Bread,NA,NA
26-95,2024-04-26,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Parmesan, Tomatoes",Buffalo
26-94,2024-04-26,Bacon,Cheddar,"Cheesecake, Cheesy Garlic Bread","Parmesan, Tomatoes",Ranch
26-97,2024-04-26,NA,Cheddar,NA,"Onions, Parmesan, Jalapenos, Breadcrumbs",Garlic Parmesan
26-96,2024-04-26,Grilled Chicken,Pepper Jack,Cheesy Garlic Bread,"Bell Peppers, Parmesan, Jalapenos, Tomatoes","Ranch, Garlic Parmesan"
26-98,2024-04-26,Grilled Chicken,Alfredo,NA,"Onions, Parmesan, Mushrooms, Tomatoes","Ranch, Hot Honey"
26-99,2024-04-26,Grilled Chicken,Cheddar,NA,"Parmesan, Jalapenos, Breadcrumbs",Garlic Parmesan
26-101,2024-04-26,"Brisket, Bacon",Cheddar,NA,"Parmesan, Jalapenos, Breadcrumbs",Garlic Parmesan
26-100,2024-04-26,"Brisket, Bacon",Cheddar,Cheesy Garlic Bread,"Broccoli, Breadcrumbs",Garlic Parmesan
26-102,2024-04-26,"Brisket, Bacon","Cheddar, Alfredo",Cheesy Garlic Bread,"Broccoli, Bell Peppers, Parmesan, Breadcrumbs","Buffalo, Ranch, Garlic Parmesan, BBQ"
26-103,2024-04-26,Pulled Pork,"Cheddar, Melted Cheddar, Cheddar Mac",Side Mac,"Parmesan, Bell Peppers, Mushrooms",BBQ
26-104,2024-04-26,NA,"Cheddar, Alfredo",Garlic Bread,"Broccoli, Breadcrumbs, Mushrooms, Parmesan","Pesto, Garlic Parmesan"
26-105,2024-04-26,Bacon,Cheddar,Cheesy Garlic Bread,"Parmesan, Broccoli, Bell Peppers, Onions, Tomatoes","Pesto, Ranch"
26-106,2024-04-26,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Parmesan, Pineapple, Mushrooms, Breadcrumbs","Pesto, Ranch"
26-107,2024-04-26,Bacon,Alfredo,Cheesy Garlic Bread,"Broccoli, Parmesan, Onions",Pesto
26-108,2024-04-26,NA,Cheddar,Cheesy Garlic Bread,"Broccoli, Corn, Breadcrumbs",NA
26-109,2024-04-26,"Brisket, Bacon",Cheddar,NA,"Parmesan, Broccoli, Onions, Corn, Tomatoes",BBQ
26-112,2024-04-26,Grilled Chicken,Cheddar,Garlic Bread,"Broccoli, Parmesan",NA
26-110,2024-04-26,Brisket,Cheddar,NA,"Mushrooms, Parmesan, Breadcrumbs, Onions, Corn",BBQ
26-114,2024-04-26,Bacon,Alfredo,NA,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Onions, Tomatoes",Pesto
26-113,2024-04-26,"Brisket, Grilled Chicken",Cheddar,Any Bag Of Chips,"Parmesan, Breadcrumbs, Broccoli, Corn, Tomatoes","Buffalo, Ranch"
26-115,2024-04-26,Brisket,Pepper Jack,NA,"Parmesan, Breadcrumbs, Onions, Bell Peppers, Corn","Garlic Parmesan, BBQ"
26-116,2024-04-26,Brisket,Alfredo,NA,"Breadcrumbs, Parmesan, Tomatoes",NA
26-118,2024-04-26,Brisket,Alfredo,NA,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Bell Peppers",Garlic Parmesan
26-119,2024-04-26,"Bacon, Pulled Pork",Cheddar,NA,"Onions, Breadcrumbs, Mushrooms, Parmesan","Pesto, Garlic Parmesan"
26-120,2024-04-26,NA,Pepper Jack,NA,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Bell Peppers, Onions, Pineapple, Corn, Tomatoes","Buffalo, Pesto, Hot Honey, Garlic Parmesan, Ranch, BBQ"
26-121,2024-04-26,Brisket,Cheddar,NA,"Broccoli, Parmesan",Hot Honey
26-122,2024-04-26,Bacon,Cheddar,Garlic Bread,NA,NA
26-123,2024-04-26,NA,"Melted Parmesan, Pepper Jack Mac",NA,"Mushrooms, Breadcrumbs, Broccoli, Bell Peppers, Corn","Buffalo, Hot Honey"
26-124,2024-04-26,Bacon,Pepper Jack,Cheesy Garlic Bread,"Onions, Parmesan",BBQ
26-125,2024-04-26,Brisket,"Melted Cheddar, Cheddar Mac","Cheesy Garlic Bread, Side Mac","Parmesan, Tomatoes",NA
26-126,2024-04-26,"Grilled Chicken, Pulled Pork",Cheddar,NA,"Onions, Pineapple, Parmesan, Corn","Pesto, BBQ"
26-127,2024-04-26,Brisket,"Melted Cheddar, Pepper Jack Mac, Cheddar Mac",NA,"Onions, Bell Peppers, Breadcrumbs","Buffalo, Ranch, BBQ"
26-128,2024-04-26,Grilled Chicken,Melted Pepper Jack,Cheesy Garlic Bread,"Bell Peppers, Mushrooms, Tomatoes",Pesto
26-129,2024-04-26,Brisket,Pepper Jack,NA,"Mushrooms, Parmesan, Breadcrumbs, Onions, Bell Peppers, Corn, Tomatoes",Garlic Parmesan
26-130,2024-04-26,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Parmesan, Mushrooms",Garlic Parmesan
26-131,2024-04-26,"Bacon, Grilled Chicken",Pepper Jack,NA,"Onions, Parmesan","Buffalo, Ranch"
26-133,2024-04-26,NA,Cheddar,NA,"Onions, Bell Peppers, Parmesan, Tomatoes","Ranch, Garlic Parmesan"
26-132,2024-04-26,"Brisket, Grilled Chicken, Bacon","Pepper Jack, Alfredo",NA,"Parmesan, Breadcrumbs","Ranch, BBQ"
26-134,2024-04-26,"Bacon, Grilled Chicken","Pepper Jack, Alfredo",NA,"Parmesan, Breadcrumbs, Tomatoes","Ranch, Garlic Parmesan"
26-136,2024-04-26,"Bacon, Grilled Chicken",Alfredo,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Garlic Parmesan
26-135,2024-04-26,Ham,Cheddar,Cheesy Garlic Bread,"Parmesan, Mushrooms, Breadcrumbs",NA
26-138,2024-04-26,NA,Pepper Jack,Garlic Bread,"Onions, Bell Peppers, Parmesan",Garlic Parmesan
26-137,2024-04-26,NA,Cheddar,Garlic Bread,"Broccoli, Bell Peppers, Mushrooms, Tomatoes",Garlic Parmesan
26-139,2024-04-26,NA,Pepper Jack,Garlic Bread,"Onions, Bell Peppers, Parmesan",Garlic Parmesan
26-140,2024-04-26,NA,Cheddar,Garlic Bread,"Broccoli, Bell Peppers, Mushrooms, Tomatoes",Garlic Parmesan
26-142,2024-04-26,Grilled Chicken,Cheddar,NA,"Parmesan, Bell Peppers, Mushrooms, Tomatoes",Ranch
26-141,2024-04-26,Grilled Chicken,Alfredo,NA,"Parmesan, Breadcrumbs","Ranch, Garlic Parmesan"
26-144,2024-04-26,Brisket,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs","Ranch, Garlic Parmesan"
26-145,2024-04-26,Ham,Cheddar,NA,NA,NA
26-143,2024-04-26,"Brisket, Grilled Chicken",Pepper Jack,NA,"Bell Peppers, Breadcrumbs",BBQ
26-146,2024-04-26,NA,Cheddar,Cheesy Garlic Bread,Breadcrumbs,Garlic Parmesan
26-147,2024-04-26,"Bacon, Grilled Chicken",Cheddar,NA,"Broccoli, Bell Peppers, Mushrooms, Onions",Pesto
26-148,2024-04-26,Grilled Chicken,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs",Ranch
26-149,2024-04-26,NA,"Melted Cheddar, Alfredo Mac",NA,"Broccoli, Bell Peppers, Parmesan, Tomatoes","Pesto, Garlic Parmesan"
26-150,2024-04-26,Brisket,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs, Mushrooms, Tomatoes","Hot Honey, BBQ"
26-152,2024-04-26,Brisket,"Cheddar, Melted Cheddar, Cheddar Mac",NA,"Onions, Parmesan, Corn, Breadcrumbs",BBQ
26-153,2024-04-26,NA,Cheddar,NA,"Mushrooms, Parmesan, Broccoli, Bell Peppers, Onions, Corn, Tomatoes",Garlic Parmesan
26-154,2024-04-26,NA,Cheddar,NA,"Breadcrumbs, Parmesan, Tomatoes",Garlic Parmesan
26-151,2024-04-26,"Brisket, Grilled Chicken","Cheddar, Pepper Jack",Cheesy Garlic Bread,"Mushrooms, Parmesan, Breadcrumbs, Corn, Tomatoes","Pesto, Garlic Parmesan, BBQ"
26-156,2024-04-26,"Brisket, Grilled Chicken, Bacon","Pepper Jack, Melted Cheddar","Cheesy Garlic Bread, Side Mac","Parmesan, Breadcrumbs","Buffalo, Ranch, BBQ"
26-157,2024-04-26,"Bacon, Grilled Chicken",Alfredo,NA,Parmesan,"Ranch, Garlic Parmesan"
26-158,2024-04-26,"Brisket, Grilled Chicken","Pepper Jack, Alfredo",NA,"Parmesan, Corn, Breadcrumbs",BBQ
26-159,2024-04-26,Grilled Chicken,Alfredo,NA,Parmesan,Garlic Parmesan
26-160,2024-04-26,Brisket,Alfredo,Garlic Bread,"Parmesan, Breadcrumbs","Ranch, Garlic Parmesan"
26-161,2024-04-26,Grilled Chicken,Cheddar,NA,Broccoli,Garlic Parmesan
26-162,2024-04-26,Grilled Chicken,Pepper Jack,NA,"Bell Peppers, Breadcrumbs, Parmesan, Tomatoes","Buffalo, Garlic Parmesan"
26-163,2024-04-26,Bacon,Pepper Jack,NA,Parmesan,NA
26-164,2024-04-26,Grilled Chicken,Cheddar,Cheesy Garlic Bread,Broccoli,Garlic Parmesan
26-165,2024-04-26,"Brisket, Grilled Chicken, Bacon","Pepper Jack, Cheddar",Cheesy Garlic Bread,"Bell Peppers, Parmesan, Corn, Breadcrumbs",Garlic Parmesan
26-166,2024-04-26,Brisket,Pepper Jack,Cheesy Garlic Bread,"Mushrooms, Parmesan, Breadcrumbs, Bell Peppers, Corn",Garlic Parmesan
26-167,2024-04-26,"Bacon, Pulled Pork",Cheddar,Garlic Bread,"Parmesan, Breadcrumbs",Garlic Parmesan
26-168,2024-04-26,NA,Alfredo,NA,"Parmesan, Breadcrumbs",Hot Honey
26-169,2024-04-26,Bacon,Pepper Jack,NA,"Parmesan, Breadcrumbs",Garlic Parmesan
26-170,2024-04-26,"Bacon, Grilled Chicken",Cheddar,NA,NA,Ranch
26-171,2024-04-26,"Brisket, Pulled Pork",Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs","Pesto, Garlic Parmesan"
26-172,2024-04-26,"Brisket, Bacon",Pepper Jack,NA,"Parmesan, Mushrooms, Breadcrumbs",Pesto
26-173,2024-04-26,Bacon,Cheddar,Cheesecake,"Broccoli, Breadcrumbs",Buffalo
26-174,2024-04-26,Bacon,"Pepper Jack, Alfredo",Cheesy Garlic Bread,"Broccoli, Parmesan, Mushrooms, Onions",Pesto
